# Job started on: Fri Jan 20 18:05:50 CET 2017 .....................................................................................................................................................................................
# FONLL heavy quark hadroproduction cross section, calculated on Fri Jan 20 18:35:52 CET 2017
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = J/psi from a single B. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# BR(B->J/psi) = 0.0116
# ebeam1 = 2515, ebeam2 = 2515
# PDF set = CTEQ6.6
# ptmin = 5
# ptmax = 60
# ymin  = -2.4
# ymax  = 2.4
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
# pt      central      min       max       min_sc     max_sc     min_mass   max_mass     min_pdf    max_pdf
  26.8625 1.4802e+02 1.2480e+02 1.7625e+02 1.2574e+02 1.7551e+02 1.4477e+02 1.5126e+02 1.4233e+02 1.5358e+02
  27.0000 1.4419e+02 1.2171e+02 1.7171e+02 1.2261e+02 1.7098e+02 1.4106e+02 1.4732e+02 1.3874e+02 1.4964e+02
  27.1375 1.4059e+02 1.1870e+02 1.6718e+02 1.1960e+02 1.6646e+02 1.3746e+02 1.4361e+02 1.3526e+02 1.4593e+02
  27.2750 1.3700e+02 1.1571e+02 1.6287e+02 1.1658e+02 1.6217e+02 1.3398e+02 1.3990e+02 1.3178e+02 1.4222e+02
  27.4125 1.3352e+02 1.1283e+02 1.5869e+02 1.1368e+02 1.5799e+02 1.3062e+02 1.3642e+02 1.2841e+02 1.3862e+02
  27.5500 1.3015e+02 1.1006e+02 1.5472e+02 1.1086e+02 1.5405e+02 1.2737e+02 1.3294e+02 1.2528e+02 1.3514e+02
  27.6875 1.2690e+02 1.0735e+02 1.5076e+02 1.0812e+02 1.5010e+02 1.2424e+02 1.2957e+02 1.2215e+02 1.3178e+02
  27.8250 1.2377e+02 1.0467e+02 1.4689e+02 1.0547e+02 1.4628e+02 1.2110e+02 1.2632e+02 1.1902e+02 1.2841e+02
  27.9625 1.2064e+02 1.0214e+02 1.4319e+02 1.0288e+02 1.4256e+02 1.1809e+02 1.2319e+02 1.1612e+02 1.2528e+02
  28.1000 1.1774e+02 9.9615e+01 1.3956e+02 1.0036e+02 1.3897e+02 1.1523e+02 1.2018e+02 1.1324e+02 1.2215e+02
  28.2375 1.1479e+02 9.7212e+01 1.3607e+02 9.7927e+01 1.3549e+02 1.1240e+02 1.1716e+02 1.1044e+02 1.1913e+02
  28.3750 1.1197e+02 9.4865e+01 1.3270e+02 9.5561e+01 1.3212e+02 1.0966e+02 1.1426e+02 1.0774e+02 1.1623e+02
  28.5125 1.0924e+02 9.2572e+01 1.2931e+02 9.3252e+01 1.2876e+02 1.0699e+02 1.1145e+02 1.0510e+02 1.1336e+02
  28.6500 1.0657e+02 9.0354e+01 1.2617e+02 9.1014e+01 1.2563e+02 1.0439e+02 1.0872e+02 1.0254e+02 1.1059e+02
  28.7875 1.0398e+02 8.8189e+01 1.2302e+02 8.8833e+01 1.2250e+02 1.0187e+02 1.0607e+02 1.0005e+02 1.0790e+02
  28.9250 1.0147e+02 8.6081e+01 1.1999e+02 8.6710e+01 1.1948e+02 9.9412e+01 1.0348e+02 9.7626e+01 1.0529e+02
  29.0625 9.9018e+01 8.4033e+01 1.1708e+02 8.4645e+01 1.1658e+02 9.7034e+01 1.0098e+02 9.5271e+01 1.0275e+02
  29.2000 9.6640e+01 8.2042e+01 1.1418e+02 8.2638e+01 1.1369e+02 9.4714e+01 9.8542e+01 9.2986e+01 1.0028e+02
  29.3375 9.4320e+01 8.0109e+01 1.1140e+02 8.0690e+01 1.1092e+02 9.2452e+01 9.6176e+01 9.0758e+01 9.7892e+01
  29.4750 9.2081e+01 7.8219e+01 1.0870e+02 7.8787e+01 1.0824e+02 9.0260e+01 9.3867e+01 8.8601e+01 9.5549e+01
  29.6125 8.9888e+01 7.6388e+01 1.0607e+02 7.6943e+01 1.0562e+02 8.8125e+01 9.1628e+01 8.6490e+01 9.3287e+01
  29.7500 8.7766e+01 7.4604e+01 1.0352e+02 7.5145e+01 1.0308e+02 8.6049e+01 8.9459e+01 8.4448e+01 9.1072e+01
  29.8875 8.5689e+01 7.2867e+01 1.0104e+02 7.3393e+01 1.0061e+02 8.4030e+01 8.7336e+01 8.2453e+01 8.8926e+01
  30.0250 8.3682e+01 7.1182e+01 9.8618e+01 7.1700e+01 9.8194e+01 8.2058e+01 8.5272e+01 8.0516e+01 8.6838e+01
  30.1625 8.1722e+01 6.9538e+01 9.6277e+01 7.0041e+01 9.5862e+01 8.0144e+01 8.3265e+01 7.8636e+01 8.4808e+01
  30.3000 7.9808e+01 6.7941e+01 9.3984e+01 6.8428e+01 9.3577e+01 7.8288e+01 8.1316e+01 7.6804e+01 8.2824e+01
  30.4375 7.7964e+01 6.6371e+01 9.1768e+01 6.6851e+01 9.1373e+01 7.6479e+01 7.9425e+01 7.5017e+01 8.0898e+01
  30.5750 7.6154e+01 6.4863e+01 8.9603e+01 6.5331e+01 8.9216e+01 7.4716e+01 7.7569e+01 7.3277e+01 7.9031e+01
  30.7125 7.4391e+01 6.3380e+01 8.7497e+01 6.3835e+01 8.7116e+01 7.2999e+01 7.5771e+01 7.1584e+01 7.7210e+01
  30.8500 7.2686e+01 6.1937e+01 8.5457e+01 6.2385e+01 8.5086e+01 7.1317e+01 7.4020e+01 6.9936e+01 7.5435e+01
  30.9875 7.1015e+01 6.0535e+01 8.3465e+01 6.0970e+01 8.3102e+01 6.9693e+01 7.2326e+01 6.8336e+01 7.3695e+01
  31.1250 6.9391e+01 5.9174e+01 8.1521e+01 5.9601e+01 8.1165e+01 6.8104e+01 7.0667e+01 6.6770e+01 7.2013e+01
  31.2625 6.7814e+01 5.7838e+01 7.9633e+01 5.8255e+01 7.9286e+01 6.6561e+01 6.9043e+01 6.5250e+01 7.0377e+01
  31.4000 6.6271e+01 5.6550e+01 7.7805e+01 5.6956e+01 7.7465e+01 6.5064e+01 6.7477e+01 6.3765e+01 6.8776e+01
  31.5375 6.4774e+01 5.5282e+01 7.6014e+01 5.5680e+01 7.5678e+01 6.3591e+01 6.5946e+01 6.2327e+01 6.7234e+01
  31.6750 6.3324e+01 5.4047e+01 7.4273e+01 5.4439e+01 7.3950e+01 6.2164e+01 6.4450e+01 6.0923e+01 6.5714e+01
  31.8125 6.1898e+01 5.2852e+01 7.2586e+01 5.3232e+01 7.2268e+01 6.0784e+01 6.3000e+01 5.9554e+01 6.4241e+01
  31.9500 6.0517e+01 5.1687e+01 7.0931e+01 5.2061e+01 7.0621e+01 5.9427e+01 6.1584e+01 5.8220e+01 6.2802e+01
  32.0875 5.9160e+01 5.0549e+01 6.9325e+01 5.0912e+01 6.9020e+01 5.8104e+01 6.0204e+01 5.6921e+01 6.1399e+01
  32.2250 5.7849e+01 4.9442e+01 6.7764e+01 4.9799e+01 6.7466e+01 5.6817e+01 5.8858e+01 5.5657e+01 6.0042e+01
  32.3625 5.6573e+01 4.8359e+01 6.6236e+01 4.8708e+01 6.5946e+01 5.5564e+01 5.7559e+01 5.4427e+01 5.8708e+01
  32.5000 5.5320e+01 4.7300e+01 6.4749e+01 4.7641e+01 6.4461e+01 5.4346e+01 5.6283e+01 5.3221e+01 5.7420e+01
  32.6375 5.4102e+01 4.6275e+01 6.3304e+01 4.6609e+01 6.3023e+01 5.3151e+01 5.5042e+01 5.2049e+01 5.6156e+01
  32.7750 5.2919e+01 4.5273e+01 6.1893e+01 4.5600e+01 6.1619e+01 5.1991e+01 5.3824e+01 5.0912e+01 5.4926e+01
  32.9125 5.1759e+01 4.4296e+01 6.0521e+01 4.4614e+01 6.0250e+01 5.0866e+01 5.2641e+01 4.9799e+01 5.3731e+01
  33.0500 5.0634e+01 4.3337e+01 5.9181e+01 4.3651e+01 5.8916e+01 4.9752e+01 5.1492e+01 4.8708e+01 5.2560e+01
  33.1875 4.9532e+01 4.2418e+01 5.7877e+01 4.2723e+01 5.7617e+01 4.8685e+01 5.0367e+01 4.7653e+01 5.1423e+01
  33.3250 4.8465e+01 4.1505e+01 5.6606e+01 4.1806e+01 5.6353e+01 4.7630e+01 4.9277e+01 4.6620e+01 5.0309e+01
  33.4625 4.7421e+01 4.0618e+01 5.5358e+01 4.0913e+01 5.5112e+01 4.6609e+01 4.8210e+01 4.5611e+01 4.9219e+01
  33.6000 4.6400e+01 3.9753e+01 5.4159e+01 4.0043e+01 5.3917e+01 4.5611e+01 4.7166e+01 4.4625e+01 4.8163e+01
  33.7375 4.5402e+01 3.8915e+01 5.2983e+01 3.9196e+01 5.2745e+01 4.4637e+01 4.6156e+01 4.3674e+01 4.7131e+01
  33.8750 4.4428e+01 3.8097e+01 5.1834e+01 3.8373e+01 5.1597e+01 4.3686e+01 4.5170e+01 4.2734e+01 4.6133e+01
  34.0125 4.3488e+01 3.7290e+01 5.0712e+01 3.7561e+01 5.0483e+01 4.2758e+01 4.4196e+01 4.1830e+01 4.5147e+01
  34.1500 4.2560e+01 3.6507e+01 4.9620e+01 3.6772e+01 4.9393e+01 4.1853e+01 4.3256e+01 4.0936e+01 4.4196e+01
  34.2875 4.1667e+01 3.5743e+01 4.8557e+01 3.6006e+01 4.8337e+01 4.0971e+01 4.2340e+01 4.0066e+01 4.3256e+01
  34.4250 4.0786e+01 3.4996e+01 4.7512e+01 3.5252e+01 4.7293e+01 4.0113e+01 4.1447e+01 3.9220e+01 4.2352e+01
  34.5625 3.9927e+01 3.4270e+01 4.6498e+01 3.4522e+01 4.6284e+01 3.9266e+01 4.0577e+01 3.8396e+01 4.1458e+01
  34.7000 3.9092e+01 3.3558e+01 4.5518e+01 3.3802e+01 4.5310e+01 3.8454e+01 3.9718e+01 3.7596e+01 4.0588e+01
  34.8375 3.8280e+01 3.2864e+01 4.4549e+01 3.3106e+01 4.4347e+01 3.7654e+01 3.8883e+01 3.6807e+01 3.9742e+01
  34.9750 3.7480e+01 3.2198e+01 4.3608e+01 3.2434e+01 4.3407e+01 3.6876e+01 3.8071e+01 3.6041e+01 3.8918e+01
  35.1125 3.6702e+01 3.1528e+01 4.2687e+01 3.1761e+01 4.2491e+01 3.6111e+01 3.7282e+01 3.5287e+01 3.8106e+01
  35.2500 3.5937e+01 3.0886e+01 4.1794e+01 3.1111e+01 4.1598e+01 3.5368e+01 3.6505e+01 3.4556e+01 3.7329e+01
  35.3875 3.5206e+01 3.0250e+01 4.0915e+01 3.0473e+01 4.0728e+01 3.4638e+01 3.5751e+01 3.3849e+01 3.6552e+01
  35.5250 3.4475e+01 2.9642e+01 4.0070e+01 2.9858e+01 3.9881e+01 3.3930e+01 3.5020e+01 3.3153e+01 3.5809e+01
  35.6625 3.3768e+01 2.9042e+01 3.9231e+01 2.9255e+01 3.9046e+01 3.3234e+01 3.4290e+01 3.2468e+01 3.5078e+01
  35.8000 3.3083e+01 2.8454e+01 3.8425e+01 2.8664e+01 3.8245e+01 3.2561e+01 3.3594e+01 3.1807e+01 3.4359e+01
  35.9375 3.2410e+01 2.7877e+01 3.7622e+01 2.8084e+01 3.7445e+01 3.1900e+01 3.2909e+01 3.1158e+01 3.3663e+01
  36.0750 3.1749e+01 2.7312e+01 3.6854e+01 2.7515e+01 3.6679e+01 3.1250e+01 3.2236e+01 3.0520e+01 3.2979e+01
  36.2125 3.1100e+01 2.6774e+01 3.6096e+01 2.6970e+01 3.5925e+01 3.0624e+01 3.1575e+01 2.9905e+01 3.2306e+01
  36.3500 3.0473e+01 2.6229e+01 3.5362e+01 2.6425e+01 3.5194e+01 2.9998e+01 3.0937e+01 2.9290e+01 3.1656e+01
  36.4875 2.9858e+01 2.5711e+01 3.4641e+01 2.5903e+01 3.4475e+01 2.9406e+01 3.0322e+01 2.8698e+01 3.1018e+01
  36.6250 2.9267e+01 2.5204e+01 3.3930e+01 2.5392e+01 3.3768e+01 2.8814e+01 2.9708e+01 2.8130e+01 3.0404e+01
  36.7625 2.8675e+01 2.4708e+01 3.3245e+01 2.4894e+01 3.3083e+01 2.8234e+01 2.9104e+01 2.7562e+01 2.9800e+01
  36.9000 2.8107e+01 2.4214e+01 3.2566e+01 2.4395e+01 3.2410e+01 2.7678e+01 2.8524e+01 2.7016e+01 2.9197e+01
  37.0375 2.7550e+01 2.3739e+01 3.1913e+01 2.3919e+01 3.1761e+01 2.7132e+01 2.7956e+01 2.6471e+01 2.8617e+01
  37.1750 2.7005e+01 2.3267e+01 3.1274e+01 2.3444e+01 3.1123e+01 2.6587e+01 2.7399e+01 2.5949e+01 2.8060e+01
  37.3125 2.6471e+01 2.2819e+01 3.0644e+01 2.2991e+01 3.0496e+01 2.6065e+01 2.6854e+01 2.5439e+01 2.7504e+01
  37.4500 2.5949e+01 2.2368e+01 3.0038e+01 2.2539e+01 2.9893e+01 2.5555e+01 2.6332e+01 2.4928e+01 2.6958e+01
  37.5875 2.5439e+01 2.1931e+01 2.9434e+01 2.2098e+01 2.9290e+01 2.5056e+01 2.5810e+01 2.4441e+01 2.6436e+01
  37.7250 2.4940e+01 2.1514e+01 2.8850e+01 2.1680e+01 2.8710e+01 2.4569e+01 2.5300e+01 2.3954e+01 2.5914e+01
  37.8625 2.4453e+01 2.1090e+01 2.8282e+01 2.1251e+01 2.8142e+01 2.4093e+01 2.4812e+01 2.3490e+01 2.5416e+01
  38.0000 2.3977e+01 2.0684e+01 2.7721e+01 2.0845e+01 2.7585e+01 2.3618e+01 2.4325e+01 2.3026e+01 2.4917e+01
  38.1375 2.3513e+01 2.0294e+01 2.7172e+01 2.0451e+01 2.7040e+01 2.3165e+01 2.3850e+01 2.2585e+01 2.4430e+01
  38.2750 2.3049e+01 1.9905e+01 2.6652e+01 2.0056e+01 2.6518e+01 2.2713e+01 2.3386e+01 2.2144e+01 2.3966e+01
  38.4125 2.2608e+01 1.9524e+01 2.6126e+01 1.9674e+01 2.5996e+01 2.2284e+01 2.2933e+01 2.1715e+01 2.3502e+01
  38.5500 2.2179e+01 1.9142e+01 2.5612e+01 1.9291e+01 2.5485e+01 2.1854e+01 2.2492e+01 2.1298e+01 2.3049e+01
  38.6875 2.1750e+01 1.8787e+01 2.5112e+01 1.8931e+01 2.4986e+01 2.1437e+01 2.2052e+01 2.0892e+01 2.2608e+01
  38.8250 2.1332e+01 1.8428e+01 2.4635e+01 1.8572e+01 2.4511e+01 2.1019e+01 2.1634e+01 2.0486e+01 2.2179e+01
  38.9625 2.0926e+01 1.8081e+01 2.4155e+01 1.8224e+01 2.4035e+01 2.0625e+01 2.1216e+01 2.0091e+01 2.1750e+01
  39.1000 2.0520e+01 1.7739e+01 2.3694e+01 1.7876e+01 2.3571e+01 2.0230e+01 2.0810e+01 1.9708e+01 2.1344e+01
  39.2375 2.0138e+01 1.7403e+01 2.3237e+01 1.7539e+01 2.3119e+01 1.9848e+01 2.0416e+01 1.9337e+01 2.0938e+01
  39.3750 1.9755e+01 1.7080e+01 2.2784e+01 1.7214e+01 2.2666e+01 1.9476e+01 2.0033e+01 1.8966e+01 2.0544e+01
  39.5125 1.9384e+01 1.6757e+01 2.2353e+01 1.6890e+01 2.2237e+01 1.9105e+01 1.9650e+01 1.8606e+01 2.0161e+01
  39.6500 1.9012e+01 1.6448e+01 2.1934e+01 1.6576e+01 2.1820e+01 1.8746e+01 1.9279e+01 1.8258e+01 1.9778e+01
  39.7875 1.8664e+01 1.6133e+01 2.1512e+01 1.6263e+01 2.1402e+01 1.8398e+01 1.8920e+01 1.7910e+01 1.9407e+01
  39.9250 1.8316e+01 1.5833e+01 2.1105e+01 1.5962e+01 2.0996e+01 1.8050e+01 1.8560e+01 1.7574e+01 1.9047e+01
  40.0625 1.7968e+01 1.5548e+01 2.0709e+01 1.5672e+01 2.0602e+01 1.7713e+01 1.8212e+01 1.7249e+01 1.8688e+01
  40.2000 1.7632e+01 1.5260e+01 2.0314e+01 1.5382e+01 2.0207e+01 1.7388e+01 1.7876e+01 1.6924e+01 1.8340e+01
  40.3375 1.7307e+01 1.4983e+01 1.9929e+01 1.5103e+01 1.9824e+01 1.7064e+01 1.7539e+01 1.6611e+01 1.8003e+01
  40.4750 1.6982e+01 1.4707e+01 1.9560e+01 1.4825e+01 1.9453e+01 1.6750e+01 1.7214e+01 1.6298e+01 1.7678e+01
  40.6125 1.6669e+01 1.4431e+01 1.9199e+01 1.4546e+01 1.9094e+01 1.6449e+01 1.6901e+01 1.5996e+01 1.7354e+01
  40.7500 1.6368e+01 1.4177e+01 1.8835e+01 1.4291e+01 1.8734e+01 1.6147e+01 1.6588e+01 1.5706e+01 1.7029e+01
  40.8875 1.6066e+01 1.3912e+01 1.8485e+01 1.4024e+01 1.8386e+01 1.5846e+01 1.6286e+01 1.5416e+01 1.6716e+01
  41.0250 1.5776e+01 1.3655e+01 1.8147e+01 1.3769e+01 1.8050e+01 1.5556e+01 1.5985e+01 1.5126e+01 1.6414e+01
  41.1625 1.5486e+01 1.3414e+01 1.7809e+01 1.3526e+01 1.7713e+01 1.5277e+01 1.5695e+01 1.4848e+01 1.6112e+01
  41.3000 1.5196e+01 1.3176e+01 1.7486e+01 1.3282e+01 1.7388e+01 1.4999e+01 1.5405e+01 1.4581e+01 1.5822e+01
  41.4375 1.4929e+01 1.2930e+01 1.7156e+01 1.3038e+01 1.7064e+01 1.4720e+01 1.5126e+01 1.4314e+01 1.5532e+01
  41.5750 1.4651e+01 1.2704e+01 1.6844e+01 1.2806e+01 1.6750e+01 1.4454e+01 1.4848e+01 1.4059e+01 1.5254e+01
  41.7125 1.4396e+01 1.2471e+01 1.6537e+01 1.2574e+01 1.6449e+01 1.4198e+01 1.4581e+01 1.3804e+01 1.4976e+01
  41.8500 1.4129e+01 1.2252e+01 1.6237e+01 1.2354e+01 1.6147e+01 1.3943e+01 1.4314e+01 1.3549e+01 1.4709e+01
  41.9875 1.3874e+01 1.2034e+01 1.5949e+01 1.2134e+01 1.5857e+01 1.3688e+01 1.4059e+01 1.3305e+01 1.4454e+01
  42.1250 1.3630e+01 1.1812e+01 1.5653e+01 1.1913e+01 1.5567e+01 1.3444e+01 1.3804e+01 1.3062e+01 1.4187e+01
  42.2625 1.3386e+01 1.1606e+01 1.5376e+01 1.1704e+01 1.5289e+01 1.3212e+01 1.3560e+01 1.2830e+01 1.3943e+01
  42.4000 1.3143e+01 1.1403e+01 1.5096e+01 1.1500e+01 1.5010e+01 1.2969e+01 1.3317e+01 1.2598e+01 1.3688e+01
  42.5375 1.2911e+01 1.1204e+01 1.4827e+01 1.1297e+01 1.4744e+01 1.2748e+01 1.3073e+01 1.2377e+01 1.3444e+01
  42.6750 1.2679e+01 1.1007e+01 1.4561e+01 1.1099e+01 1.4477e+01 1.2516e+01 1.2841e+01 1.2157e+01 1.3212e+01
  42.8125 1.2458e+01 1.0812e+01 1.4304e+01 1.0905e+01 1.4222e+01 1.2296e+01 1.2621e+01 1.1936e+01 1.2980e+01
  42.9500 1.2238e+01 1.0622e+01 1.4047e+01 1.0714e+01 1.3966e+01 1.2076e+01 1.2400e+01 1.1728e+01 1.2748e+01
  43.0875 1.2029e+01 1.0435e+01 1.3790e+01 1.0527e+01 1.3711e+01 1.1867e+01 1.2180e+01 1.1522e+01 1.2528e+01
  43.2250 1.1809e+01 1.0257e+01 1.3548e+01 1.0344e+01 1.3468e+01 1.1658e+01 1.1960e+01 1.1319e+01 1.2308e+01
  43.3625 1.1612e+01 1.0076e+01 1.3313e+01 1.0165e+01 1.3236e+01 1.1457e+01 1.1751e+01 1.1121e+01 1.2099e+01
  43.5000 1.1404e+01 9.9027e+00 1.3079e+01 9.9888e+00 1.3004e+01 1.1258e+01 1.1548e+01 1.0925e+01 1.1878e+01
  43.6375 1.1206e+01 9.7313e+00 1.2848e+01 9.8159e+00 1.2772e+01 1.1063e+01 1.1346e+01 1.0735e+01 1.1681e+01
  43.7750 1.1011e+01 9.5642e+00 1.2614e+01 9.6477e+00 1.2540e+01 1.0871e+01 1.1149e+01 1.0547e+01 1.1475e+01
  43.9125 1.0820e+01 9.3993e+00 1.2404e+01 9.4818e+00 1.2331e+01 1.0684e+01 1.0955e+01 1.0363e+01 1.1276e+01
  44.0500 1.0634e+01 9.2380e+00 1.2183e+01 9.3194e+00 1.2110e+01 1.0499e+01 1.0765e+01 1.0184e+01 1.1083e+01
  44.1875 1.0450e+01 9.0801e+00 1.1973e+01 9.1605e+00 1.1902e+01 1.0318e+01 1.0579e+01 1.0007e+01 1.0892e+01
  44.3250 1.0271e+01 8.9248e+00 1.1764e+01 9.0039e+00 1.1693e+01 1.0142e+01 1.0397e+01 9.8345e+00 1.0707e+01
  44.4625 1.0094e+01 8.7728e+00 1.1558e+01 8.8508e+00 1.1489e+01 9.9679e+00 1.0218e+01 9.6651e+00 1.0524e+01
  44.6000 9.9215e+00 8.6238e+00 1.1359e+01 8.7012e+00 1.1290e+01 9.7974e+00 1.0043e+01 9.4981e+00 1.0345e+01
  44.7375 9.7521e+00 8.4778e+00 1.1164e+01 8.5538e+00 1.1095e+01 9.6315e+00 9.8716e+00 9.3357e+00 1.0169e+01
  44.8750 9.5862e+00 8.3348e+00 1.0971e+01 8.4100e+00 1.0904e+01 9.4679e+00 9.7034e+00 9.1756e+00 9.9969e+00
  45.0125 9.4238e+00 8.1940e+00 1.0783e+01 8.2685e+00 1.0717e+01 9.3067e+00 9.5375e+00 9.0190e+00 9.8275e+00
  45.1500 9.2638e+00 8.0562e+00 1.0598e+01 8.1293e+00 1.0533e+01 9.1501e+00 9.3763e+00 8.8659e+00 9.6616e+00
  45.2875 9.1072e+00 7.9213e+00 1.0418e+01 7.9936e+00 1.0353e+01 8.9958e+00 9.2174e+00 8.7151e+00 9.4992e+00
  45.4250 8.9540e+00 7.7887e+00 1.0241e+01 7.8602e+00 1.0177e+01 8.8438e+00 9.0619e+00 8.5678e+00 9.3403e+00
  45.5625 8.8032e+00 7.6587e+00 1.0067e+01 7.7291e+00 1.0004e+01 8.6965e+00 8.9088e+00 8.4228e+00 9.1837e+00
  45.7000 8.6559e+00 7.5308e+00 9.8969e+00 7.6003e+00 9.8345e+00 8.5504e+00 8.7592e+00 8.2812e+00 9.0306e+00
  45.8375 8.5109e+00 7.4054e+00 9.7295e+00 7.4739e+00 9.6674e+00 8.4077e+00 8.6130e+00 8.1420e+00 8.8810e+00
  45.9750 8.3694e+00 7.2829e+00 9.5661e+00 7.3509e+00 9.5050e+00 8.2673e+00 8.4680e+00 8.0052e+00 8.7336e+00
  46.1125 8.2302e+00 7.1618e+00 9.4052e+00 7.2291e+00 9.3450e+00 8.1304e+00 8.3276e+00 7.8706e+00 8.5886e+00
  46.2500 8.0933e+00 7.0445e+00 9.2480e+00 7.1108e+00 9.1884e+00 7.9959e+00 8.1884e+00 7.7395e+00 8.4471e+00
  46.3875 7.9588e+00 6.9284e+00 9.0932e+00 6.9936e+00 9.0341e+00 7.8636e+00 8.0527e+00 7.6108e+00 8.3079e+00
  46.5250 7.8277e+00 6.8142e+00 8.9415e+00 6.8788e+00 8.8833e+00 7.7337e+00 7.9193e+00 7.4843e+00 8.1710e+00
  46.6625 7.6989e+00 6.7023e+00 8.7921e+00 6.7663e+00 8.7348e+00 7.6061e+00 7.7882e+00 7.3602e+00 8.0365e+00
  46.8000 7.5725e+00 6.5929e+00 8.6465e+00 6.6561e+00 8.5898e+00 7.4820e+00 7.6606e+00 7.2384e+00 7.9054e+00
  46.9375 7.4472e+00 6.4861e+00 8.5036e+00 6.5482e+00 8.4471e+00 7.3590e+00 7.5342e+00 7.1189e+00 7.7766e+00
  47.0750 7.3254e+00 6.3802e+00 8.3638e+00 6.4415e+00 8.3079e+00 7.2396e+00 7.4112e+00 7.0018e+00 7.6502e+00
  47.2125 7.2059e+00 6.2765e+00 8.2251e+00 6.3371e+00 8.1699e+00 7.1212e+00 7.2894e+00 6.8869e+00 7.5261e+00
  47.3500 7.0888e+00 6.1747e+00 8.0899e+00 6.2350e+00 8.0353e+00 7.0052e+00 7.1711e+00 6.7732e+00 7.4043e+00
  47.4875 6.9739e+00 6.0746e+00 7.9581e+00 6.1341e+00 7.9042e+00 6.8916e+00 7.0540e+00 6.6630e+00 7.2848e+00
  47.6250 6.8602e+00 5.9768e+00 7.8275e+00 6.0355e+00 7.7743e+00 6.7802e+00 6.9391e+00 6.5540e+00 7.1665e+00
  47.7625 6.7489e+00 5.8813e+00 7.6996e+00 5.9392e+00 7.6467e+00 6.6700e+00 6.8266e+00 6.4473e+00 7.0516e+00
  47.9000 6.6410e+00 5.7866e+00 7.5743e+00 5.8441e+00 7.5226e+00 6.5633e+00 6.7164e+00 6.3429e+00 6.9380e+00
  48.0375 6.5331e+00 5.6946e+00 7.4515e+00 5.7513e+00 7.3996e+00 6.4577e+00 6.6085e+00 6.2396e+00 6.8278e+00
  48.1750 6.4287e+00 5.6034e+00 7.3312e+00 5.6596e+00 7.2802e+00 6.3545e+00 6.5018e+00 6.1387e+00 6.7187e+00
  48.3125 6.3255e+00 5.5138e+00 7.2121e+00 5.5692e+00 7.1618e+00 6.2524e+00 6.3974e+00 6.0401e+00 6.6108e+00
  48.4500 6.2246e+00 5.4261e+00 7.0957e+00 5.4810e+00 7.0458e+00 6.1526e+00 6.2953e+00 5.9427e+00 6.5064e+00
  48.5875 6.1248e+00 5.3400e+00 6.9816e+00 5.3940e+00 6.9322e+00 6.0540e+00 6.1944e+00 5.8476e+00 6.4032e+00
  48.7250 6.0274e+00 5.2559e+00 6.8699e+00 5.3093e+00 6.8208e+00 5.9589e+00 6.0958e+00 5.7536e+00 6.3023e+00
  48.8625 5.9322e+00 5.1728e+00 6.7599e+00 5.2258e+00 6.7118e+00 5.8638e+00 5.9984e+00 5.6620e+00 6.2025e+00
  49.0000 5.8383e+00 5.0909e+00 6.6516e+00 5.1434e+00 6.6039e+00 5.7710e+00 5.9032e+00 5.5715e+00 6.1051e+00
  49.1375 5.7455e+00 5.0108e+00 6.5457e+00 5.0622e+00 6.4983e+00 5.6805e+00 5.8104e+00 5.4833e+00 6.0088e+00
  49.2750 5.6550e+00 4.9320e+00 6.4420e+00 4.9834e+00 6.3951e+00 5.5912e+00 5.7188e+00 5.3952e+00 5.9148e+00
  49.4125 5.5668e+00 4.8548e+00 6.3390e+00 4.9056e+00 6.2930e+00 5.5030e+00 5.6283e+00 5.3105e+00 5.8220e+00
  49.5500 5.4787e+00 4.7789e+00 6.2392e+00 4.8291e+00 6.1932e+00 5.4172e+00 5.5402e+00 5.2258e+00 5.7316e+00
  49.6875 5.3928e+00 4.7052e+00 6.1412e+00 4.7548e+00 6.0958e+00 5.3325e+00 5.4532e+00 5.1434e+00 5.6422e+00
  49.8250 5.3093e+00 4.6311e+00 6.0439e+00 4.6806e+00 5.9995e+00 5.2490e+00 5.3673e+00 5.0622e+00 5.5541e+00
  49.9625 5.2258e+00 4.5601e+00 5.9498e+00 4.6087e+00 5.9056e+00 5.1666e+00 5.2838e+00 4.9834e+00 5.4682e+00
  50.1000 5.1446e+00 4.4889e+00 5.8565e+00 4.5368e+00 5.8128e+00 5.0866e+00 5.2014e+00 4.9056e+00 5.3836e+00
  50.2375 5.0646e+00 4.4195e+00 5.7647e+00 4.4672e+00 5.7211e+00 5.0077e+00 5.1202e+00 4.8279e+00 5.3012e+00
  50.3750 4.9868e+00 4.3512e+00 5.6748e+00 4.3987e+00 5.6318e+00 4.9300e+00 5.0414e+00 4.7525e+00 5.2200e+00
  50.5125 4.9091e+00 4.2851e+00 5.5864e+00 4.3314e+00 5.5436e+00 4.8546e+00 4.9625e+00 4.6794e+00 5.1400e+00
  50.6500 4.8337e+00 4.2192e+00 5.5000e+00 4.2653e+00 5.4578e+00 4.7804e+00 4.8859e+00 4.6064e+00 5.0611e+00
