10.0	0.498096	0.583989
10.5	0.497214	0.583996
11.0	0.496342	0.583960
11.5	0.495483	0.583886
12.0	0.494637	0.583779
12.5	0.493809	0.583644
13.0	0.492999	0.583483
13.5	0.492209	0.583300
14.0	0.491441	0.583101
14.5	0.490698	0.582887
15.0	0.489980	0.582663
15.5	0.489288	0.582431
16.0	0.488625	0.582194
16.5	0.487991	0.581956
17.0	0.487387	0.581718
17.5	0.486814	0.581484
18.0	0.486274	0.581255
18.5	0.485767	0.581033
19.0	0.485294	0.580822
19.5	0.484855	0.580622
20.0	0.484451	0.580436
20.5	0.484082	0.580265
21.0	0.483749	0.580110
21.5	0.483453	0.579973
22.0	0.483192	0.579856
22.5	0.482968	0.579758
23.0	0.482781	0.579683
23.5	0.482630	0.579629
24.0	0.482515	0.579599
24.5	0.482438	0.579593
25.0	0.482396	0.579611
25.5	0.482391	0.579654
26.0	0.482421	0.579723
26.5	0.482487	0.579818
27.0	0.482589	0.579939
27.5	0.482725	0.580086
28.0	0.482895	0.580261
28.5	0.483100	0.580462
29.0	0.483338	0.580689
29.5	0.483609	0.580944
30.0	0.483912	0.581225
30.5	0.484247	0.581532
31.0	0.484613	0.581866
31.5	0.485009	0.582226
32.0	0.485436	0.582611
32.5	0.485891	0.583022
33.0	0.486375	0.583458
33.5	0.486886	0.583918
34.0	0.487425	0.584402
34.5	0.487989	0.584909
35.0	0.488579	0.585440
35.5	0.489193	0.585993
36.0	0.489831	0.586567
36.5	0.490492	0.587163
37.0	0.491175	0.587779
37.5	0.491879	0.588415
38.0	0.492604	0.589071
38.5	0.493348	0.589745
39.0	0.494111	0.590436
39.5	0.494893	0.591145
40.0	0.495691	0.591870
40.5	0.496506	0.592611
41.0	0.497336	0.593367
41.5	0.498182	0.594136
42.0	0.499041	0.594919
42.5	0.499913	0.595715
43.0	0.500798	0.596523
43.5	0.501695	0.597342
44.0	0.502602	0.598171
44.5	0.503520	0.599011
45.0	0.504447	0.599859
45.5	0.505383	0.600715
46.0	0.506328	0.601580
46.5	0.507279	0.602451
47.0	0.508237	0.603329
47.5	0.509202	0.604212
48.0	0.510171	0.605100
48.5	0.511146	0.605993
49.0	0.512125	0.606889
49.5	0.513108	0.607789
50.0	0.514094	0.608691
50.5	0.515083	0.609596
51.0	0.516074	0.610502
51.5	0.517067	0.611409
52.0	0.518061	0.612317
52.5	0.519056	0.613225
53.0	0.520051	0.614133
53.5	0.521046	0.615040
54.0	0.522041	0.615946
54.5	0.523036	0.616851
55.0	0.524030	0.617755
55.5	0.525022	0.618656
56.0	0.526013	0.619555
56.5	0.527002	0.620451
57.0	0.527990	0.621345
57.5	0.528975	0.622235
58.0	0.529958	0.623123
58.5	0.530938	0.624007
59.0	0.531916	0.624888
59.5	0.532892	0.625766
60.0	0.533864	0.626640
60.5	0.534834	0.627510
61.0	0.535801	0.628377
61.5	0.536765	0.629240
62.0	0.537727	0.630099
62.5	0.538685	0.630955
63.0	0.539641	0.631808
63.5	0.540594	0.632657
64.0	0.541544	0.633503
64.5	0.542492	0.634346
65.0	0.543438	0.635185
65.5	0.544381	0.636022
66.0	0.545322	0.636856
66.5	0.546262	0.637688
67.0	0.547199	0.638518
67.5	0.548135	0.639346
68.0	0.549069	0.640172
68.5	0.550002	0.640996
69.0	0.550934	0.641820
69.5	0.551865	0.642642
70.0	0.552796	0.643464
70.5	0.553726	0.644286
71.0	0.554656	0.645107
71.5	0.555587	0.645929
72.0	0.556517	0.646751
72.5	0.557448	0.647574
73.0	0.558380	0.648398
73.5	0.559313	0.649224
74.0	0.560248	0.650052
74.5	0.561183	0.650881
75.0	0.562121	0.651713
75.5	0.563060	0.652548
76.0	0.564001	0.653385
76.5	0.564944	0.654225
77.0	0.565890	0.655068
77.5	0.566839	0.655915
78.0	0.567790	0.656766
78.5	0.568743	0.657620
79.0	0.569700	0.658478
79.5	0.570659	0.659340
80.0	0.571621	0.660206
80.5	0.572586	0.661076
81.0	0.573554	0.661951
81.5	0.574524	0.662829
82.0	0.575498	0.663710
82.5	0.576473	0.664596
83.0	0.577451	0.665485
83.5	0.578431	0.666377
84.0	0.579413	0.667272
84.5	0.580396	0.668170
85.0	0.581381	0.669069
85.5	0.582366	0.669971
86.0	0.583351	0.670873
86.5	0.584336	0.671776
87.0	0.585320	0.672678
87.5	0.586302	0.673580
88.0	0.587282	0.674479
88.5	0.588259	0.675376
89.0	0.589232	0.676268
89.5	0.590200	0.677156
90.0	0.591162	0.678037
90.5	0.592116	0.678911
91.0	0.593063	0.679775
91.5	0.594000	0.680629
92.0	0.594926	0.681471
92.5	0.595840	0.682298
93.0	0.596740	0.683110
93.5	0.597624	0.683904
94.0	0.598492	0.684677
94.5	0.599340	0.685428
95.0	0.600166	0.686155
95.5	0.600970	0.686854
96.0	0.601748	0.687523
96.5	0.602499	0.688160
97.0	0.603219	0.688760
97.5	0.603907	0.689322
98.0	0.604560	0.689841
98.5	0.605174	0.690314
99.0	0.605747	0.690738
99.5	0.606276	0.691109
100.0	0.606757	0.691422
