7.5	0.4431521413388183	1.	0.07616813278813725
8.5	0.39871968418583226	1.	0.08208974444367168
9.5	0.3739131857135337	1.	0.08017439004592983
10.5	0.3537699090395702	1.	0.07711850445665
11.5	0.3437739986885629	1.	0.07432197692884246
12.5	0.32846105867448105	1.	0.06944103240487692
13.5	0.3239489439040576	1.	0.06928584893683101
15.	0.31985505548937465	2.	0.06161207058831286
17.	0.32552887315668455	2.	0.0694280873380341
19.	0.31924966117976783	2.	0.06281136334046222
22.5	0.31960310127744357	5.	0.06165960125309361
27.5	0.3195070085224737	5.	0.06791435752011143
32.5	0.314351935572873	5.	0.06289452701447992
37.5	0.29647554397703324	5.	0.06129489850114454
45.	0.3408607634972002	10.	0.08006671059316114
