# Job started on: Wed Jan 25 15:49:32 CET 2017 ........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
# FONLL heavy quark hadroproduction cross section, calculated on Wed Jan 25 17:21:23 CET 2017
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = J/psi from a single B. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# BR(B->J/psi) = 0.0116
# ebeam1 = 2515, ebeam2 = 2515
# PDF set = CTEQ6.6
# ptmin = 1
# ptmax = 300
# ymin  = -2.4
# ymax  = 2.4
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
# pt      central      min       max       min_sc     max_sc     min_mass   max_mass     min_pdf    max_pdf
  85.2500 2.1402e-01 1.8463e-01 2.4323e-01 1.9140e-01 2.3641e-01 2.1228e-01 2.1576e-01 1.9534e-01 2.3270e-01
  85.5000 2.1019e-01 1.8122e-01 2.3889e-01 1.8792e-01 2.3212e-01 2.0845e-01 2.1182e-01 1.9175e-01 2.2864e-01
  85.7500 2.0636e-01 1.7790e-01 2.3448e-01 1.8456e-01 2.2782e-01 2.0462e-01 2.0799e-01 1.8815e-01 2.2446e-01
  86.0000 2.0265e-01 1.7460e-01 2.3026e-01 1.8119e-01 2.2365e-01 2.0091e-01 2.0416e-01 1.8467e-01 2.2052e-01
  86.2500 1.9894e-01 1.7147e-01 2.2614e-01 1.7794e-01 2.1959e-01 1.9732e-01 2.0056e-01 1.8131e-01 2.1657e-01
  86.5000 1.9534e-01 1.6830e-01 2.2213e-01 1.7470e-01 2.1564e-01 1.9384e-01 1.9697e-01 1.7794e-01 2.1274e-01
  86.7500 1.9186e-01 1.6523e-01 2.1823e-01 1.7156e-01 2.1182e-01 1.9036e-01 1.9337e-01 1.7470e-01 2.0903e-01
  87.0000 1.8838e-01 1.6217e-01 2.1433e-01 1.6843e-01 2.0799e-01 1.8688e-01 1.8989e-01 1.7145e-01 2.0532e-01
  87.2500 1.8502e-01 1.5922e-01 2.1047e-01 1.6542e-01 2.0416e-01 1.8351e-01 1.8653e-01 1.6832e-01 2.0172e-01
  87.5000 1.8177e-01 1.5639e-01 2.0672e-01 1.6252e-01 2.0056e-01 1.8026e-01 1.8316e-01 1.6530e-01 1.9813e-01
  87.7500 1.7852e-01 1.5355e-01 2.0314e-01 1.5962e-01 1.9697e-01 1.7702e-01 1.7992e-01 1.6228e-01 1.9476e-01
  88.0000 1.7528e-01 1.5073e-01 1.9956e-01 1.5672e-01 1.9349e-01 1.7388e-01 1.7667e-01 1.5927e-01 1.9128e-01
  88.2500 1.7226e-01 1.4796e-01 1.9596e-01 1.5393e-01 1.9001e-01 1.7087e-01 1.7354e-01 1.5637e-01 1.8792e-01
  88.5000 1.6913e-01 1.4541e-01 1.9259e-01 1.5126e-01 1.8664e-01 1.6785e-01 1.7052e-01 1.5358e-01 1.8467e-01
  88.7500 1.6623e-01 1.4276e-01 1.8918e-01 1.4860e-01 1.8328e-01 1.6484e-01 1.6750e-01 1.5080e-01 1.8154e-01
  89.0000 1.6321e-01 1.4024e-01 1.8592e-01 1.4593e-01 1.8003e-01 1.6194e-01 1.6449e-01 1.4813e-01 1.7841e-01
  89.2500 1.6043e-01 1.3771e-01 1.8264e-01 1.4338e-01 1.7690e-01 1.5915e-01 1.6170e-01 1.4546e-01 1.7528e-01
  89.5000 1.5753e-01 1.3523e-01 1.7949e-01 1.4082e-01 1.7377e-01 1.5637e-01 1.5880e-01 1.4280e-01 1.7226e-01
  89.7500 1.5486e-01 1.3280e-01 1.7640e-01 1.3839e-01 1.7075e-01 1.5358e-01 1.5602e-01 1.4024e-01 1.6936e-01
  90.0000 1.5208e-01 1.3051e-01 1.7338e-01 1.3595e-01 1.6774e-01 1.5092e-01 1.5335e-01 1.3781e-01 1.6646e-01
  90.2500 1.4952e-01 1.2813e-01 1.7033e-01 1.3363e-01 1.6484e-01 1.4825e-01 1.5068e-01 1.3526e-01 1.6356e-01
  90.5000 1.4686e-01 1.2596e-01 1.6741e-01 1.3131e-01 1.6194e-01 1.4570e-01 1.4802e-01 1.3294e-01 1.6078e-01
  90.7500 1.4430e-01 1.2366e-01 1.6453e-01 1.2899e-01 1.5915e-01 1.4314e-01 1.4546e-01 1.3050e-01 1.5799e-01
  91.0000 1.4187e-01 1.2147e-01 1.6168e-01 1.2679e-01 1.5637e-01 1.4071e-01 1.4291e-01 1.2818e-01 1.5532e-01
  91.2500 1.3943e-01 1.1936e-01 1.5891e-01 1.2458e-01 1.5358e-01 1.3827e-01 1.4048e-01 1.2598e-01 1.5277e-01
  91.5000 1.3700e-01 1.1734e-01 1.5623e-01 1.2250e-01 1.5103e-01 1.3595e-01 1.3804e-01 1.2377e-01 1.5010e-01
  91.7500 1.3468e-01 1.1518e-01 1.5358e-01 1.2029e-01 1.4836e-01 1.3352e-01 1.3572e-01 1.2157e-01 1.4767e-01
  92.0000 1.3236e-01 1.1328e-01 1.5093e-01 1.1832e-01 1.4581e-01 1.3131e-01 1.3340e-01 1.1948e-01 1.4512e-01
  92.2500 1.3004e-01 1.1121e-01 1.4836e-01 1.1623e-01 1.4326e-01 1.2899e-01 1.3108e-01 1.1728e-01 1.4268e-01
  92.5000 1.2783e-01 1.0933e-01 1.4591e-01 1.1427e-01 1.4082e-01 1.2679e-01 1.2888e-01 1.1528e-01 1.4036e-01
  92.7500 1.2563e-01 1.0745e-01 1.4338e-01 1.1232e-01 1.3839e-01 1.2470e-01 1.2667e-01 1.1327e-01 1.3792e-01
  93.0000 1.2354e-01 1.0556e-01 1.4104e-01 1.1041e-01 1.3607e-01 1.2250e-01 1.2447e-01 1.1130e-01 1.3572e-01
  93.2500 1.2145e-01 1.0373e-01 1.3862e-01 1.0853e-01 1.3375e-01 1.2052e-01 1.2238e-01 1.0937e-01 1.3340e-01
  93.5000 1.1936e-01 1.0197e-01 1.3629e-01 1.0670e-01 1.3143e-01 1.1844e-01 1.2029e-01 1.0747e-01 1.3120e-01
  93.7500 1.1739e-01 1.0019e-01 1.3399e-01 1.0489e-01 1.2922e-01 1.1646e-01 1.1832e-01 1.0562e-01 1.2899e-01
  94.0000 1.1539e-01 9.8481e-02 1.3178e-01 1.0312e-01 1.2702e-01 1.1447e-01 1.1623e-01 1.0379e-01 1.2690e-01
  94.2500 1.1344e-01 9.6797e-02 1.2964e-01 1.0138e-01 1.2493e-01 1.1254e-01 1.1432e-01 1.0200e-01 1.2482e-01
  94.5000 1.1153e-01 9.5141e-02 1.2747e-01 9.9679e-02 1.2284e-01 1.1065e-01 1.1240e-01 1.0025e-01 1.2273e-01
  94.7500 1.0967e-01 9.3521e-02 1.2537e-01 9.8008e-02 1.2076e-01 1.0880e-01 1.1053e-01 9.8530e-02 1.2076e-01
  95.0000 1.0783e-01 9.1928e-02 1.2326e-01 9.6373e-02 1.1867e-01 1.0699e-01 1.0867e-01 9.6837e-02 1.1878e-01
  95.2500 1.0604e-01 9.0368e-02 1.2122e-01 9.4760e-02 1.1670e-01 1.0520e-01 1.0686e-01 9.5190e-02 1.1681e-01
  95.5000 1.0427e-01 8.8836e-02 1.1926e-01 9.3183e-02 1.1478e-01 1.0345e-01 1.0508e-01 9.3566e-02 1.1492e-01
  95.7500 1.0254e-01 8.7338e-02 1.1729e-01 9.1640e-02 1.1287e-01 1.0173e-01 1.0333e-01 9.1976e-02 1.1304e-01
  96.0000 1.0084e-01 8.5855e-02 1.1537e-01 9.0109e-02 1.1099e-01 1.0005e-01 1.0163e-01 9.0410e-02 1.1121e-01
  96.2500 9.9168e-02 8.4415e-02 1.1350e-01 8.8624e-02 1.0916e-01 9.8391e-02 9.9946e-02 8.8879e-02 1.0941e-01
  96.5000 9.7533e-02 8.2994e-02 1.1164e-01 8.7162e-02 1.0735e-01 9.6767e-02 9.8298e-02 8.7371e-02 1.0764e-01
  96.7500 9.5932e-02 8.1598e-02 1.0982e-01 8.5724e-02 1.0557e-01 9.5178e-02 9.6674e-02 8.5898e-02 1.0591e-01
  97.0000 9.4354e-02 8.0226e-02 1.0804e-01 8.4309e-02 1.0383e-01 9.3612e-02 9.5085e-02 8.4448e-02 1.0420e-01
  97.2500 9.2812e-02 7.8889e-02 1.0628e-01 8.2928e-02 1.0212e-01 9.2081e-02 9.3519e-02 8.3033e-02 1.0252e-01
  97.5000 9.1292e-02 7.7575e-02 1.0457e-01 8.1571e-02 1.0044e-01 9.0573e-02 9.2000e-02 8.1641e-02 1.0089e-01
  97.7500 8.9796e-02 7.6284e-02 1.0288e-01 8.0237e-02 9.8797e-02 8.9088e-02 9.0492e-02 8.0272e-02 9.9273e-02
  98.0000 8.8334e-02 7.5011e-02 1.0122e-01 7.8926e-02 9.7173e-02 8.7638e-02 8.9018e-02 7.8926e-02 9.7684e-02
  98.2500 8.6896e-02 7.3770e-02 9.9600e-02 7.7639e-02 9.5596e-02 8.6211e-02 8.7568e-02 7.7616e-02 9.6129e-02
  98.5000 8.5480e-02 7.2545e-02 9.7997e-02 7.6374e-02 9.4030e-02 8.4819e-02 8.6142e-02 7.6316e-02 9.4598e-02
  98.7500 8.4100e-02 7.1344e-02 9.6428e-02 7.5133e-02 9.2498e-02 8.3439e-02 8.4750e-02 7.5052e-02 9.3102e-02
  99.0000 8.2743e-02 7.0168e-02 9.4891e-02 7.3927e-02 9.1002e-02 8.2093e-02 8.3381e-02 7.3799e-02 9.1628e-02
  99.2500 8.1409e-02 6.9014e-02 9.3377e-02 7.2732e-02 8.9529e-02 8.0771e-02 8.2035e-02 7.2581e-02 9.0178e-02
  99.5000 8.0098e-02 6.7884e-02 9.1894e-02 7.1560e-02 8.8079e-02 7.9472e-02 8.0713e-02 7.1386e-02 8.8763e-02
  99.7500 7.8810e-02 6.6761e-02 9.0435e-02 7.0400e-02 8.6664e-02 7.8196e-02 7.9414e-02 7.0203e-02 8.7360e-02
 100.0000 7.7546e-02 6.5677e-02 8.9007e-02 6.9275e-02 8.5272e-02 7.6943e-02 7.8138e-02 6.9055e-02 8.5991e-02
 100.2500 7.6305e-02 6.4600e-02 8.7594e-02 6.8162e-02 8.3891e-02 7.5713e-02 7.6885e-02 6.7918e-02 8.4645e-02
 100.5000 7.5087e-02 6.3546e-02 8.6213e-02 6.7071e-02 8.2546e-02 7.4495e-02 7.5667e-02 6.6804e-02 8.3323e-02
 100.7500 7.3892e-02 6.2515e-02 8.4863e-02 6.6004e-02 8.1235e-02 7.3312e-02 7.4460e-02 6.5714e-02 8.2024e-02
 101.0000 7.2709e-02 6.1496e-02 8.3533e-02 6.4948e-02 7.9936e-02 7.2152e-02 7.3277e-02 6.4635e-02 8.0748e-02
 101.2500 7.1560e-02 6.0495e-02 8.2221e-02 6.3916e-02 7.8660e-02 7.1004e-02 7.2106e-02 6.3580e-02 7.9495e-02
 101.5000 7.0424e-02 5.9522e-02 8.0929e-02 6.2907e-02 7.7407e-02 6.9878e-02 7.0969e-02 6.2547e-02 7.8254e-02
 101.7500 6.9310e-02 5.8556e-02 7.9669e-02 6.1909e-02 7.6177e-02 6.8765e-02 6.9844e-02 6.1526e-02 7.7047e-02
 102.0000 6.8220e-02 5.7613e-02 7.8423e-02 6.0935e-02 7.4971e-02 6.7686e-02 6.8742e-02 6.0529e-02 7.5852e-02
 102.2500 6.7141e-02 5.6690e-02 7.7206e-02 5.9972e-02 7.3788e-02 6.6619e-02 6.7663e-02 5.9554e-02 7.4681e-02
 102.5000 6.6085e-02 5.5774e-02 7.6011e-02 5.9021e-02 7.2628e-02 6.5575e-02 6.6596e-02 5.8592e-02 7.3532e-02
 102.7500 6.5053e-02 5.4872e-02 7.4832e-02 5.8093e-02 7.1479e-02 6.4542e-02 6.5552e-02 5.7640e-02 7.2407e-02
 103.0000 6.4032e-02 5.3999e-02 7.3681e-02 5.7188e-02 7.0354e-02 6.3533e-02 6.4519e-02 5.6712e-02 7.1305e-02
 103.2500 6.3023e-02 5.3145e-02 7.2550e-02 5.6295e-02 6.9252e-02 6.2536e-02 6.3510e-02 5.5808e-02 7.0215e-02
 103.5000 6.2048e-02 5.2294e-02 7.1428e-02 5.5413e-02 6.8173e-02 6.1561e-02 6.2524e-02 5.4914e-02 6.9136e-02
 103.7500 6.1074e-02 5.1467e-02 7.0331e-02 5.4555e-02 6.7106e-02 6.0610e-02 6.1550e-02 5.4033e-02 6.8080e-02
 104.0000 6.0134e-02 5.0641e-02 6.9252e-02 5.3696e-02 6.6062e-02 5.9659e-02 6.0587e-02 5.3174e-02 6.7048e-02
 104.2500 5.9195e-02 4.9833e-02 6.8200e-02 5.2861e-02 6.5030e-02 5.8742e-02 5.9647e-02 5.2316e-02 6.6039e-02
 104.5000 5.8278e-02 4.9056e-02 6.7153e-02 5.2049e-02 6.4020e-02 5.7826e-02 5.8731e-02 5.1492e-02 6.5030e-02
 104.7500 5.7385e-02 4.8269e-02 6.6129e-02 5.1237e-02 6.3023e-02 5.6933e-02 5.7814e-02 5.0669e-02 6.4055e-02
 105.0000 5.6492e-02 4.7515e-02 6.5122e-02 5.0448e-02 6.2048e-02 5.6063e-02 5.6921e-02 4.9868e-02 6.3081e-02
 105.2500 5.5622e-02 4.6768e-02 6.4146e-02 4.9671e-02 6.1097e-02 5.5193e-02 5.6051e-02 4.9080e-02 6.2141e-02
 105.5000 5.4775e-02 4.6027e-02 6.3161e-02 4.8906e-02 6.0146e-02 5.4346e-02 5.5193e-02 4.8302e-02 6.1202e-02
 105.7500 5.3928e-02 4.5311e-02 6.2216e-02 4.8163e-02 5.9230e-02 5.3511e-02 5.4346e-02 4.7537e-02 6.0285e-02
 106.0000 5.3105e-02 4.4602e-02 6.1270e-02 4.7421e-02 5.8313e-02 5.2699e-02 5.3511e-02 4.6794e-02 5.9380e-02
 106.2500 5.2293e-02 4.3896e-02 6.0352e-02 4.6690e-02 5.7420e-02 5.1887e-02 5.2687e-02 4.6052e-02 5.8499e-02
 106.5000 5.1492e-02 4.3219e-02 5.9438e-02 4.5982e-02 5.6538e-02 5.1098e-02 5.1887e-02 4.5333e-02 5.7617e-02
 106.7500 5.0715e-02 4.2547e-02 5.8546e-02 4.5286e-02 5.5680e-02 5.0321e-02 5.1098e-02 4.4625e-02 5.6759e-02
 107.0000 4.9950e-02 4.1880e-02 5.7675e-02 4.4590e-02 5.4833e-02 4.9555e-02 5.0321e-02 4.3929e-02 5.5924e-02
 107.2500 4.9184e-02 4.1238e-02 5.6811e-02 4.3918e-02 5.3998e-02 4.8813e-02 4.9555e-02 4.3245e-02 5.5088e-02
 107.5000 4.8442e-02 4.0593e-02 5.5964e-02 4.3245e-02 5.3174e-02 4.8070e-02 4.8813e-02 4.2572e-02 5.4276e-02
 107.7500 4.7711e-02 3.9968e-02 5.5135e-02 4.2595e-02 5.2374e-02 4.7340e-02 4.8070e-02 4.1911e-02 5.3476e-02
 108.0000 4.6992e-02 3.9355e-02 5.4318e-02 4.1957e-02 5.1585e-02 4.6632e-02 4.7351e-02 4.1261e-02 5.2687e-02
 108.2500 4.6284e-02 3.8746e-02 5.3512e-02 4.1319e-02 5.0808e-02 4.5924e-02 4.6632e-02 4.0623e-02 5.1910e-02
 108.5000 4.5588e-02 3.8147e-02 5.2711e-02 4.0704e-02 5.0031e-02 4.5240e-02 4.5936e-02 3.9985e-02 5.1144e-02
 108.7500 4.4904e-02 3.7561e-02 5.1944e-02 4.0090e-02 4.9288e-02 4.4556e-02 4.5240e-02 3.9370e-02 5.0402e-02
 109.0000 4.4231e-02 3.6987e-02 5.1174e-02 3.9486e-02 4.8546e-02 4.3894e-02 4.4567e-02 3.8767e-02 4.9660e-02
 109.2500 4.3570e-02 3.6415e-02 5.0424e-02 3.8895e-02 4.7815e-02 4.3233e-02 4.3906e-02 3.8164e-02 4.8940e-02
 109.5000 4.2920e-02 3.5864e-02 4.9676e-02 3.8315e-02 4.7096e-02 4.2595e-02 4.3245e-02 3.7584e-02 4.8221e-02
 109.7500 4.2282e-02 3.5315e-02 4.8957e-02 3.7746e-02 4.6400e-02 4.1957e-02 4.2607e-02 3.7004e-02 4.7525e-02
 110.0000 4.1656e-02 3.4778e-02 4.8232e-02 3.7190e-02 4.5704e-02 4.1331e-02 4.1969e-02 3.6436e-02 4.6829e-02
 110.2500 4.1041e-02 3.4246e-02 4.7529e-02 3.6633e-02 4.5020e-02 4.0728e-02 4.1342e-02 3.5879e-02 4.6156e-02
 110.5000 4.0426e-02 3.3729e-02 4.6840e-02 3.6088e-02 4.4358e-02 4.0124e-02 4.0739e-02 3.5334e-02 4.5484e-02
 110.7500 3.9834e-02 3.3219e-02 4.6160e-02 3.5554e-02 4.3697e-02 3.9521e-02 4.0136e-02 3.4800e-02 4.4834e-02
 111.0000 3.9243e-02 3.2717e-02 4.5487e-02 3.5032e-02 4.3048e-02 3.8941e-02 3.9544e-02 3.4266e-02 4.4184e-02
 111.2500 3.8663e-02 3.2219e-02 4.4833e-02 3.4510e-02 4.2421e-02 3.8373e-02 3.8964e-02 3.3744e-02 4.3546e-02
 111.5000 3.8094e-02 3.1732e-02 4.4182e-02 3.4000e-02 4.1795e-02 3.7804e-02 3.8384e-02 3.3234e-02 4.2920e-02
 111.7500 3.7538e-02 3.1257e-02 4.3544e-02 3.3501e-02 4.1180e-02 3.7248e-02 3.7828e-02 3.2735e-02 4.2305e-02
 112.0000 3.6992e-02 3.0785e-02 4.2910e-02 3.3014e-02 4.0565e-02 3.6702e-02 3.7271e-02 3.2236e-02 4.1702e-02
 112.2500 3.6447e-02 3.0331e-02 4.2300e-02 3.2526e-02 3.9974e-02 3.6169e-02 3.6726e-02 3.1761e-02 4.1110e-02
 112.5000 3.5914e-02 2.9870e-02 4.1693e-02 3.2051e-02 3.9394e-02 3.5647e-02 3.6192e-02 3.1274e-02 4.0519e-02
 112.7500 3.5392e-02 2.9430e-02 4.1089e-02 3.1587e-02 3.8814e-02 3.5125e-02 3.5658e-02 3.0810e-02 3.9939e-02
 113.0000 3.4881e-02 2.8985e-02 4.0507e-02 3.1123e-02 3.8245e-02 3.4614e-02 3.5148e-02 3.0346e-02 3.9382e-02
 113.2500 3.4371e-02 2.8556e-02 3.9922e-02 3.0670e-02 3.7688e-02 3.4104e-02 3.4638e-02 2.9893e-02 3.8814e-02
 113.5000 3.3872e-02 2.8130e-02 3.9358e-02 3.0230e-02 3.7143e-02 3.3617e-02 3.4127e-02 2.9441e-02 3.8268e-02
 113.7500 3.3385e-02 2.7717e-02 3.8796e-02 2.9789e-02 3.6610e-02 3.3130e-02 3.3640e-02 2.9012e-02 3.7723e-02
 114.0000 3.2898e-02 2.7303e-02 3.8254e-02 2.9360e-02 3.6076e-02 3.2654e-02 3.3153e-02 2.8571e-02 3.7201e-02
 114.2500 3.2434e-02 2.6897e-02 3.7699e-02 2.8930e-02 3.5554e-02 3.2178e-02 3.2677e-02 2.8153e-02 3.6668e-02
 114.5000 3.1958e-02 2.6510e-02 3.7175e-02 2.8524e-02 3.5044e-02 3.1714e-02 3.2202e-02 2.7736e-02 3.6157e-02
 114.7500 3.1506e-02 2.6107e-02 3.6641e-02 2.8107e-02 3.4533e-02 3.1262e-02 3.1738e-02 2.7318e-02 3.5647e-02
 115.0000 3.1053e-02 2.5729e-02 3.6124e-02 2.7701e-02 3.4034e-02 3.0810e-02 3.1285e-02 2.6924e-02 3.5148e-02
 115.2500 3.0601e-02 2.5349e-02 3.5623e-02 2.7306e-02 3.3547e-02 3.0369e-02 3.0833e-02 2.6518e-02 3.4661e-02
 115.5000 3.0172e-02 2.4978e-02 3.5119e-02 2.6912e-02 3.3072e-02 2.9940e-02 3.0392e-02 2.6135e-02 3.4174e-02
 115.7500 2.9742e-02 2.4605e-02 3.4625e-02 2.6529e-02 3.2596e-02 2.9510e-02 2.9963e-02 2.5740e-02 3.3698e-02
 116.0000 2.9313e-02 2.4258e-02 3.4147e-02 2.6158e-02 3.2132e-02 2.9093e-02 2.9534e-02 2.5369e-02 3.3234e-02
 116.2500 2.8896e-02 2.3898e-02 3.3665e-02 2.5775e-02 3.1668e-02 2.8675e-02 2.9116e-02 2.4998e-02 3.2770e-02
 116.5000 2.8490e-02 2.3548e-02 3.3194e-02 2.5416e-02 3.1216e-02 2.8269e-02 2.8698e-02 2.4627e-02 3.2318e-02
 116.7500 2.8084e-02 2.3207e-02 3.2730e-02 2.5056e-02 3.0775e-02 2.7863e-02 2.8292e-02 2.4267e-02 3.1865e-02
 117.0000 2.7689e-02 2.2871e-02 3.2271e-02 2.4696e-02 3.0334e-02 2.7469e-02 2.7898e-02 2.3919e-02 3.1424e-02
 117.2500 2.7295e-02 2.2533e-02 3.1828e-02 2.4348e-02 2.9905e-02 2.7086e-02 2.7504e-02 2.3560e-02 3.0995e-02
 117.5000 2.6912e-02 2.2208e-02 3.1387e-02 2.4000e-02 2.9487e-02 2.6703e-02 2.7109e-02 2.3223e-02 3.0566e-02
 117.7500 2.6529e-02 2.1891e-02 3.0955e-02 2.3664e-02 2.9070e-02 2.6332e-02 2.6726e-02 2.2887e-02 3.0148e-02
 118.0000 2.6158e-02 2.1568e-02 3.0526e-02 2.3328e-02 2.8664e-02 2.5961e-02 2.6355e-02 2.2550e-02 2.9731e-02
 118.2500 2.5787e-02 2.1262e-02 3.0107e-02 2.3003e-02 2.8258e-02 2.5590e-02 2.5984e-02 2.2226e-02 2.9325e-02
 118.5000 2.5427e-02 2.0951e-02 2.9699e-02 2.2678e-02 2.7863e-02 2.5230e-02 2.5624e-02 2.1901e-02 2.8930e-02
 118.7500 2.5079e-02 2.0652e-02 2.9286e-02 2.2365e-02 2.7469e-02 2.4882e-02 2.5265e-02 2.1588e-02 2.8536e-02
 119.0000 2.4720e-02 2.0358e-02 2.8884e-02 2.2052e-02 2.7086e-02 2.4534e-02 2.4905e-02 2.1274e-02 2.8142e-02
 119.2500 2.4383e-02 2.0063e-02 2.8483e-02 2.1738e-02 2.6703e-02 2.4198e-02 2.4569e-02 2.0973e-02 2.7759e-02
 119.5000 2.4035e-02 1.9781e-02 2.8103e-02 2.1437e-02 2.6332e-02 2.3861e-02 2.4221e-02 2.0671e-02 2.7388e-02
 119.7500 2.3710e-02 1.9495e-02 2.7720e-02 2.1147e-02 2.5972e-02 2.3525e-02 2.3884e-02 2.0370e-02 2.7016e-02
 120.0000 2.3374e-02 1.9217e-02 2.7335e-02 2.0845e-02 2.5601e-02 2.3200e-02 2.3548e-02 2.0080e-02 2.6645e-02
 120.2500 2.3049e-02 1.8941e-02 2.6969e-02 2.0555e-02 2.5253e-02 2.2875e-02 2.3223e-02 1.9790e-02 2.6286e-02
 120.5000 2.2736e-02 1.8677e-02 2.6607e-02 2.0277e-02 2.4905e-02 2.2562e-02 2.2910e-02 1.9511e-02 2.5938e-02
 120.7500 2.2423e-02 1.8412e-02 2.6245e-02 1.9998e-02 2.4557e-02 2.2249e-02 2.2585e-02 1.9233e-02 2.5590e-02
 121.0000 2.2110e-02 1.8148e-02 2.5891e-02 1.9720e-02 2.4221e-02 2.1947e-02 2.2284e-02 1.8954e-02 2.5242e-02
 121.2500 2.1808e-02 1.7895e-02 2.5540e-02 1.9453e-02 2.3884e-02 2.1646e-02 2.1970e-02 1.8688e-02 2.4905e-02
 121.5000 2.1506e-02 1.7636e-02 2.5191e-02 1.9175e-02 2.3548e-02 2.1344e-02 2.1669e-02 1.8421e-02 2.4569e-02
 121.7500 2.1216e-02 1.7394e-02 2.4859e-02 1.8920e-02 2.3235e-02 2.1054e-02 2.1379e-02 1.8166e-02 2.4244e-02
 122.0000 2.0926e-02 1.7146e-02 2.4520e-02 1.8653e-02 2.2910e-02 2.0764e-02 2.1077e-02 1.7910e-02 2.3919e-02
 122.2500 2.0636e-02 1.6905e-02 2.4188e-02 1.8398e-02 2.2597e-02 2.0486e-02 2.0787e-02 1.7655e-02 2.3594e-02
 122.5000 2.0358e-02 1.6666e-02 2.3862e-02 1.8154e-02 2.2284e-02 2.0207e-02 2.0509e-02 1.7400e-02 2.3281e-02
 122.7500 2.0080e-02 1.6429e-02 2.3551e-02 1.7899e-02 2.1982e-02 1.9929e-02 2.0230e-02 1.7156e-02 2.2980e-02
 123.0000 1.9801e-02 1.6200e-02 2.3231e-02 1.7655e-02 2.1680e-02 1.9650e-02 1.9952e-02 1.6913e-02 2.2666e-02
 123.2500 1.9534e-02 1.5982e-02 2.2932e-02 1.7423e-02 2.1390e-02 1.9384e-02 1.9685e-02 1.6681e-02 2.2376e-02
 123.5000 1.9268e-02 1.5757e-02 2.2624e-02 1.7180e-02 2.1100e-02 1.9128e-02 1.9418e-02 1.6449e-02 2.2075e-02
 123.7500 1.9012e-02 1.5534e-02 2.2320e-02 1.6948e-02 2.0810e-02 1.8873e-02 1.9152e-02 1.6217e-02 2.1785e-02
 124.0000 1.8757e-02 1.5311e-02 2.2023e-02 1.6716e-02 2.0532e-02 1.8618e-02 1.8896e-02 1.5985e-02 2.1495e-02
 124.2500 1.8502e-02 1.5105e-02 2.1735e-02 1.6495e-02 2.0254e-02 1.8363e-02 1.8641e-02 1.5764e-02 2.1216e-02
 124.5000 1.8247e-02 1.4899e-02 2.1455e-02 1.6275e-02 1.9987e-02 1.8119e-02 1.8386e-02 1.5544e-02 2.0938e-02
 124.7500 1.8003e-02 1.4697e-02 2.1163e-02 1.6054e-02 1.9708e-02 1.7876e-02 1.8142e-02 1.5335e-02 2.0660e-02
 125.0000 1.7760e-02 1.4486e-02 2.0894e-02 1.5834e-02 1.9453e-02 1.7632e-02 1.7899e-02 1.5115e-02 2.0393e-02
 125.2500 1.7528e-02 1.4286e-02 2.0613e-02 1.5625e-02 1.9186e-02 1.7400e-02 1.7655e-02 1.4906e-02 2.0126e-02
 125.5000 1.7296e-02 1.4086e-02 2.0339e-02 1.5416e-02 1.8931e-02 1.7156e-02 1.7423e-02 1.4697e-02 1.9859e-02
 125.7500 1.7064e-02 1.3896e-02 2.0075e-02 1.5208e-02 1.8676e-02 1.6936e-02 1.7191e-02 1.4500e-02 1.9604e-02
 126.0000 1.6832e-02 1.3713e-02 1.9817e-02 1.5010e-02 1.8432e-02 1.6704e-02 1.6959e-02 1.4303e-02 1.9349e-02
 126.2500 1.6611e-02 1.3518e-02 1.9549e-02 1.4802e-02 1.8177e-02 1.6484e-02 1.6739e-02 1.4106e-02 1.9094e-02
 126.5000 1.6391e-02 1.3330e-02 1.9302e-02 1.4604e-02 1.7945e-02 1.6263e-02 1.6507e-02 1.3908e-02 1.8850e-02
 126.7500 1.6170e-02 1.3149e-02 1.9050e-02 1.4419e-02 1.7702e-02 1.6054e-02 1.6286e-02 1.3711e-02 1.8606e-02
 127.0000 1.5962e-02 1.2965e-02 1.8799e-02 1.4222e-02 1.7470e-02 1.5834e-02 1.6078e-02 1.3526e-02 1.8363e-02
 127.2500 1.5741e-02 1.2794e-02 1.8564e-02 1.4036e-02 1.7238e-02 1.5625e-02 1.5869e-02 1.3340e-02 1.8131e-02
 127.5000 1.5532e-02 1.2617e-02 1.8322e-02 1.3850e-02 1.7006e-02 1.5416e-02 1.5648e-02 1.3154e-02 1.7899e-02
 127.7500 1.5335e-02 1.2446e-02 1.8083e-02 1.3665e-02 1.6785e-02 1.5219e-02 1.5451e-02 1.2980e-02 1.7667e-02
 128.0000 1.5126e-02 1.2279e-02 1.7849e-02 1.3479e-02 1.6565e-02 1.5010e-02 1.5242e-02 1.2806e-02 1.7435e-02
 128.2500 1.4929e-02 1.2104e-02 1.7620e-02 1.3305e-02 1.6344e-02 1.4813e-02 1.5045e-02 1.2621e-02 1.7214e-02
 128.5000 1.4732e-02 1.1949e-02 1.7391e-02 1.3131e-02 1.6124e-02 1.4628e-02 1.4848e-02 1.2458e-02 1.6994e-02
