# Job started on: Wed Jan 25 15:49:32 CET 2017 ........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
# FONLL heavy quark hadroproduction cross section, calculated on Wed Jan 25 17:21:23 CET 2017
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = J/psi from a single B. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# BR(B->J/psi) = 0.0116
# ebeam1 = 2515, ebeam2 = 2515
# PDF set = CTEQ6.6
# ptmin = 1
# ptmax = 300
# ymin  = -2.4
# ymax  = 2.4
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
# pt      central      min       max       min_sc     max_sc     min_mass   max_mass     min_pdf    max_pdf
  41.7500 1.4314e+01 1.2416e+01 1.6460e+01 1.2516e+01 1.6368e+01 1.4129e+01 1.4512e+01 1.3734e+01 1.4906e+01
  42.0000 1.3850e+01 1.2011e+01 1.5925e+01 1.2110e+01 1.5834e+01 1.3665e+01 1.4036e+01 1.3282e+01 1.4430e+01
  42.2500 1.3410e+01 1.1629e+01 1.5399e+01 1.1728e+01 1.5312e+01 1.3236e+01 1.3584e+01 1.2853e+01 1.3966e+01
  42.5000 1.2980e+01 1.1255e+01 1.4896e+01 1.1353e+01 1.4813e+01 1.2806e+01 1.3143e+01 1.2435e+01 1.3514e+01
  42.7500 1.2563e+01 1.0900e+01 1.4420e+01 1.0992e+01 1.4338e+01 1.2400e+01 1.2725e+01 1.2041e+01 1.3085e+01
  43.0000 1.2157e+01 1.0558e+01 1.3955e+01 1.0645e+01 1.3874e+01 1.2006e+01 1.2319e+01 1.1658e+01 1.2667e+01
  43.2500 1.1774e+01 1.0224e+01 1.3513e+01 1.0311e+01 1.3433e+01 1.1623e+01 1.1925e+01 1.1283e+01 1.2273e+01
  43.5000 1.1404e+01 9.9027e+00 1.3079e+01 9.9888e+00 1.3004e+01 1.1258e+01 1.1548e+01 1.0925e+01 1.1878e+01
  43.7500 1.1046e+01 9.5942e+00 1.2661e+01 9.6779e+00 1.2586e+01 1.0905e+01 1.1184e+01 1.0580e+01 1.1512e+01
  44.0000 1.0701e+01 9.2968e+00 1.2264e+01 9.3786e+00 1.2192e+01 1.0565e+01 1.0833e+01 1.0249e+01 1.1153e+01
  44.2500 1.0368e+01 9.0088e+00 1.1880e+01 9.0886e+00 1.1809e+01 1.0237e+01 1.0496e+01 9.9284e+00 1.0808e+01
  44.5000 1.0047e+01 8.7322e+00 1.1504e+01 8.8102e+00 1.1434e+01 9.9215e+00 1.0170e+01 9.6187e+00 1.0475e+01
  44.7500 9.7370e+00 8.4649e+00 1.1146e+01 8.5411e+00 1.1078e+01 9.6164e+00 9.8565e+00 9.3206e+00 1.0153e+01
  45.0000 9.4378e+00 8.2073e+00 1.0800e+01 8.2812e+00 1.0733e+01 9.3218e+00 9.5526e+00 9.0341e+00 9.8426e+00
  45.2500 9.1501e+00 7.9579e+00 1.0467e+01 8.0307e+00 1.0402e+01 9.0376e+00 9.2603e+00 8.7557e+00 9.5433e+00
  45.5000 8.8717e+00 7.7174e+00 1.0145e+01 7.7882e+00 1.0082e+01 8.7626e+00 8.9784e+00 8.4889e+00 9.2545e+00
  45.7500 8.6026e+00 7.4849e+00 9.8355e+00 7.5539e+00 9.7730e+00 8.4982e+00 8.7058e+00 8.2302e+00 8.9761e+00
  46.0000 8.3439e+00 7.2612e+00 9.5369e+00 7.3289e+00 9.4760e+00 8.2430e+00 8.4425e+00 7.9808e+00 8.7070e+00
  46.2500 8.0933e+00 7.0445e+00 9.2480e+00 7.1108e+00 9.1884e+00 7.9959e+00 8.1884e+00 7.7395e+00 8.4471e+00
  46.5000 7.8509e+00 6.8349e+00 8.9684e+00 6.8997e+00 8.9100e+00 7.7569e+00 7.9437e+00 7.5064e+00 8.1954e+00
  46.7500 7.6177e+00 6.6323e+00 8.6992e+00 6.6955e+00 8.6420e+00 7.5272e+00 7.7070e+00 7.2825e+00 7.9530e+00
  47.0000 7.3915e+00 6.4378e+00 8.4395e+00 6.4995e+00 8.3833e+00 7.3045e+00 7.4785e+00 7.0656e+00 7.7186e+00
  47.2500 7.1734e+00 6.2488e+00 8.1879e+00 6.3092e+00 8.1328e+00 7.0888e+00 7.2570e+00 6.8556e+00 7.4924e+00
  47.5000 6.9635e+00 6.0663e+00 7.9451e+00 6.1260e+00 7.8915e+00 6.8811e+00 7.0435e+00 6.6526e+00 7.2732e+00
  47.7500 6.7593e+00 5.8891e+00 7.7111e+00 5.9473e+00 7.6583e+00 6.6804e+00 6.8370e+00 6.4566e+00 7.0621e+00
  48.0000 6.5621e+00 5.7188e+00 7.4852e+00 5.7756e+00 7.4333e+00 6.4856e+00 6.6375e+00 6.2675e+00 6.8579e+00
  48.2500 6.3719e+00 5.5540e+00 7.2659e+00 5.6098e+00 7.2152e+00 6.2988e+00 6.4450e+00 6.0842e+00 6.6596e+00
  48.5000 6.1886e+00 5.3949e+00 7.0535e+00 5.4497e+00 7.0041e+00 6.1167e+00 6.2582e+00 5.9079e+00 6.4682e+00
  48.7500 6.0100e+00 5.2406e+00 6.8498e+00 5.2942e+00 6.8011e+00 5.9415e+00 6.0772e+00 5.7362e+00 6.2837e+00
  49.0000 5.8383e+00 5.0909e+00 6.6516e+00 5.1434e+00 6.6039e+00 5.7710e+00 5.9032e+00 5.5715e+00 6.1051e+00
  49.2500 5.6712e+00 4.9471e+00 6.4604e+00 4.9984e+00 6.4136e+00 5.6063e+00 5.7350e+00 5.4114e+00 5.9311e+00
  49.5000 5.5100e+00 4.8065e+00 6.2752e+00 4.8569e+00 6.2292e+00 5.4474e+00 5.5715e+00 5.2560e+00 5.7640e+00
  49.7500 5.3546e+00 4.6716e+00 6.0966e+00 4.7212e+00 6.0517e+00 5.2942e+00 5.4137e+00 5.1063e+00 5.6016e+00
  50.0000 5.2038e+00 4.5402e+00 5.9240e+00 4.5890e+00 5.8800e+00 5.1446e+00 5.2606e+00 4.9613e+00 5.4450e+00
  50.2500 5.0576e+00 4.4136e+00 5.7562e+00 4.4614e+00 5.7130e+00 5.0008e+00 5.1133e+00 4.8210e+00 5.2931e+00
  50.5000 4.9161e+00 4.2905e+00 5.5945e+00 4.3372e+00 5.5518e+00 4.8616e+00 4.9694e+00 4.6852e+00 5.1469e+00
  50.7500 4.7792e+00 4.1720e+00 5.4371e+00 4.2178e+00 5.3952e+00 4.7258e+00 4.8314e+00 4.5542e+00 5.0042e+00
  51.0000 4.6470e+00 4.0567e+00 5.2853e+00 4.1018e+00 5.2444e+00 4.5959e+00 4.6968e+00 4.4266e+00 4.8662e+00
  51.2500 4.5182e+00 3.9452e+00 5.1385e+00 3.9892e+00 5.0982e+00 4.4683e+00 4.5669e+00 4.3036e+00 4.7328e+00
  51.5000 4.3941e+00 3.8369e+00 4.9965e+00 3.8802e+00 4.9567e+00 4.3465e+00 4.4416e+00 4.1841e+00 4.6040e+00
  51.7500 4.2734e+00 3.7325e+00 4.8589e+00 3.7746e+00 4.8198e+00 4.2270e+00 4.3198e+00 4.0693e+00 4.4788e+00
  52.0000 4.1574e+00 3.6307e+00 4.7245e+00 3.6726e+00 4.6864e+00 4.1122e+00 4.2015e+00 3.9568e+00 4.3570e+00
  52.2500 4.0438e+00 3.5323e+00 4.5965e+00 3.5728e+00 4.5588e+00 4.0008e+00 4.0867e+00 3.8489e+00 4.2398e+00
  52.5000 3.9347e+00 3.4374e+00 4.4702e+00 3.4777e+00 4.4335e+00 3.8918e+00 3.9765e+00 3.7433e+00 4.1250e+00
  52.7500 3.8280e+00 3.3448e+00 4.3492e+00 3.3837e+00 4.3129e+00 3.7874e+00 3.8686e+00 3.6424e+00 4.0148e+00
  53.0000 3.7259e+00 3.2558e+00 4.2312e+00 3.2944e+00 4.1957e+00 3.6853e+00 3.7642e+00 3.5438e+00 3.9080e+00
  53.2500 3.6262e+00 3.1681e+00 4.1179e+00 3.2062e+00 4.0832e+00 3.5867e+00 3.6633e+00 3.4475e+00 3.8036e+00
  53.5000 3.5287e+00 3.0844e+00 4.0077e+00 3.1216e+00 3.9730e+00 3.4916e+00 3.5658e+00 3.3547e+00 3.7039e+00
  53.7500 3.4359e+00 3.0025e+00 3.8997e+00 3.0392e+00 3.8663e+00 3.3988e+00 3.4707e+00 3.2654e+00 3.6053e+00
  54.0000 3.3443e+00 2.9235e+00 3.7965e+00 2.9592e+00 3.7630e+00 3.3095e+00 3.3791e+00 3.1784e+00 3.5113e+00
  54.2500 3.2561e+00 2.8464e+00 3.6962e+00 2.8814e+00 3.6633e+00 3.2225e+00 3.2898e+00 3.0937e+00 3.4197e+00
  54.5000 3.1703e+00 2.7726e+00 3.5982e+00 2.8072e+00 3.5658e+00 3.1378e+00 3.2028e+00 3.0114e+00 3.3304e+00
  54.7500 3.0879e+00 2.6997e+00 3.5033e+00 2.7341e+00 3.4719e+00 3.0554e+00 3.1192e+00 2.9313e+00 3.2434e+00
  55.0000 3.0079e+00 2.6296e+00 3.4112e+00 2.6634e+00 3.3802e+00 2.9766e+00 3.0380e+00 2.8548e+00 3.1598e+00
  55.2500 2.9290e+00 2.5606e+00 3.3229e+00 2.5938e+00 3.2921e+00 2.8988e+00 2.9592e+00 2.7794e+00 3.0786e+00
  55.5000 2.8536e+00 2.4951e+00 3.2364e+00 2.5276e+00 3.2062e+00 2.8234e+00 2.8826e+00 2.7074e+00 2.9998e+00
  55.7500 2.7794e+00 2.4309e+00 3.1528e+00 2.4627e+00 3.1227e+00 2.7515e+00 2.8084e+00 2.6367e+00 2.9232e+00
  56.0000 2.7086e+00 2.3685e+00 3.0704e+00 2.4000e+00 3.0415e+00 2.6808e+00 2.7353e+00 2.5682e+00 2.8478e+00
  56.2500 2.6390e+00 2.3078e+00 2.9914e+00 2.3386e+00 2.9626e+00 2.6123e+00 2.6657e+00 2.5021e+00 2.7759e+00
  56.5000 2.5717e+00 2.2488e+00 2.9157e+00 2.2794e+00 2.8872e+00 2.5450e+00 2.5972e+00 2.4372e+00 2.7063e+00
  56.7500 2.5068e+00 2.1923e+00 2.8408e+00 2.2226e+00 2.8130e+00 2.4812e+00 2.5311e+00 2.3745e+00 2.6378e+00
  57.0000 2.4430e+00 2.1374e+00 2.7686e+00 2.1669e+00 2.7411e+00 2.4186e+00 2.4673e+00 2.3142e+00 2.5717e+00
  57.2500 2.3815e+00 2.0831e+00 2.6982e+00 2.1124e+00 2.6715e+00 2.3571e+00 2.4047e+00 2.2550e+00 2.5068e+00
  57.5000 2.3212e+00 2.0307e+00 2.6300e+00 2.0590e+00 2.6030e+00 2.2980e+00 2.3444e+00 2.1982e+00 2.4453e+00
  57.7500 2.2632e+00 1.9800e+00 2.5642e+00 2.0080e+00 2.5381e+00 2.2411e+00 2.2852e+00 2.1425e+00 2.3838e+00
  58.0000 2.2063e+00 1.9304e+00 2.5001e+00 1.9581e+00 2.4743e+00 2.1843e+00 2.2284e+00 2.0880e+00 2.3246e+00
  58.2500 2.1518e+00 1.8833e+00 2.4371e+00 1.9105e+00 2.4116e+00 2.1309e+00 2.1727e+00 2.0358e+00 2.2678e+00
  58.5000 2.0984e+00 1.8361e+00 2.3765e+00 1.8630e+00 2.3513e+00 2.0776e+00 2.1193e+00 1.9848e+00 2.2121e+00
  58.7500 2.0462e+00 1.7913e+00 2.3180e+00 1.8177e+00 2.2933e+00 2.0265e+00 2.0660e+00 1.9349e+00 2.1576e+00
  59.0000 1.9964e+00 1.7466e+00 2.2608e+00 1.7725e+00 2.2365e+00 1.9766e+00 2.0161e+00 1.8873e+00 2.1054e+00
  59.2500 1.9476e+00 1.7040e+00 2.2047e+00 1.7296e+00 2.1808e+00 1.9279e+00 1.9662e+00 1.8409e+00 2.0544e+00
  59.5000 1.9001e+00 1.6623e+00 2.1509e+00 1.6878e+00 2.1274e+00 1.8815e+00 1.9175e+00 1.7945e+00 2.0045e+00
  59.7500 1.8537e+00 1.6221e+00 2.0982e+00 1.6472e+00 2.0752e+00 1.8351e+00 1.8711e+00 1.7504e+00 1.9558e+00
  60.0000 1.8084e+00 1.5821e+00 2.0473e+00 1.6066e+00 2.0242e+00 1.7910e+00 1.8258e+00 1.7075e+00 1.9094e+00
  60.2500 1.7644e+00 1.5443e+00 1.9970e+00 1.5683e+00 1.9743e+00 1.7481e+00 1.7818e+00 1.6658e+00 1.8630e+00
  60.5000 1.7226e+00 1.5071e+00 1.9489e+00 1.5312e+00 1.9268e+00 1.7052e+00 1.7388e+00 1.6252e+00 1.8189e+00
  60.7500 1.6808e+00 1.4706e+00 1.9025e+00 1.4941e+00 1.8804e+00 1.6646e+00 1.6971e+00 1.5857e+00 1.7760e+00
  61.0000 1.6402e+00 1.4353e+00 1.8567e+00 1.4581e+00 1.8351e+00 1.6252e+00 1.6565e+00 1.5474e+00 1.7330e+00
  61.2500 1.6008e+00 1.4020e+00 1.8125e+00 1.4245e+00 1.7910e+00 1.5857e+00 1.6159e+00 1.5103e+00 1.6924e+00
  61.5000 1.5637e+00 1.3680e+00 1.7691e+00 1.3908e+00 1.7481e+00 1.5486e+00 1.5776e+00 1.4732e+00 1.6530e+00
  61.7500 1.5266e+00 1.3350e+00 1.7268e+00 1.3572e+00 1.7064e+00 1.5115e+00 1.5405e+00 1.4384e+00 1.6136e+00
  62.0000 1.4906e+00 1.3037e+00 1.6861e+00 1.3259e+00 1.6658e+00 1.4755e+00 1.5034e+00 1.4036e+00 1.5764e+00
  62.2500 1.4546e+00 1.2730e+00 1.6466e+00 1.2946e+00 1.6263e+00 1.4407e+00 1.4686e+00 1.3700e+00 1.5393e+00
  62.5000 1.4210e+00 1.2430e+00 1.6066e+00 1.2644e+00 1.5869e+00 1.4071e+00 1.4338e+00 1.3375e+00 1.5034e+00
  62.7500 1.3874e+00 1.2146e+00 1.5694e+00 1.2354e+00 1.5498e+00 1.3746e+00 1.4001e+00 1.3062e+00 1.4686e+00
  63.0000 1.3549e+00 1.1857e+00 1.5333e+00 1.2064e+00 1.5138e+00 1.3421e+00 1.3676e+00 1.2748e+00 1.4349e+00
  63.2500 1.3236e+00 1.1586e+00 1.4973e+00 1.1786e+00 1.4778e+00 1.3108e+00 1.3363e+00 1.2458e+00 1.4024e+00
  63.5000 1.2934e+00 1.1309e+00 1.4619e+00 1.1513e+00 1.4430e+00 1.2806e+00 1.3050e+00 1.2157e+00 1.3700e+00
  63.7500 1.2632e+00 1.1052e+00 1.4281e+00 1.1248e+00 1.4094e+00 1.2516e+00 1.2748e+00 1.1878e+00 1.3386e+00
  64.0000 1.2342e+00 1.0796e+00 1.3954e+00 1.0991e+00 1.3769e+00 1.2226e+00 1.2447e+00 1.1599e+00 1.3085e+00
  64.2500 1.2052e+00 1.0551e+00 1.3639e+00 1.0740e+00 1.3456e+00 1.1948e+00 1.2168e+00 1.1330e+00 1.2783e+00
  64.5000 1.1786e+00 1.0305e+00 1.3320e+00 1.0496e+00 1.3143e+00 1.1670e+00 1.1890e+00 1.1068e+00 1.2493e+00
  64.7500 1.1512e+00 1.0071e+00 1.3019e+00 1.0258e+00 1.2841e+00 1.1405e+00 1.1612e+00 1.0811e+00 1.2215e+00
  65.0000 1.1250e+00 9.8420e-01 1.2725e+00 1.0026e+00 1.2551e+00 1.1146e+00 1.1352e+00 1.0562e+00 1.1936e+00
  65.2500 1.0995e+00 9.6184e-01 1.2433e+00 9.7997e-01 1.2261e+00 1.0894e+00 1.1094e+00 1.0319e+00 1.1670e+00
  65.5000 1.0746e+00 9.4002e-01 1.2152e+00 9.5793e-01 1.1983e+00 1.0648e+00 1.0844e+00 1.0083e+00 1.1409e+00
  65.7500 1.0504e+00 9.1884e-01 1.1873e+00 9.3647e-01 1.1704e+00 1.0408e+00 1.0599e+00 9.8530e-01 1.1155e+00
  66.0000 1.0268e+00 8.9813e-01 1.1610e+00 9.1559e-01 1.1445e+00 1.0174e+00 1.0360e+00 9.6280e-01 1.0907e+00
  66.2500 1.0039e+00 8.7797e-01 1.1349e+00 8.9517e-01 1.1186e+00 9.9470e-01 1.0128e+00 9.4099e-01 1.0666e+00
  66.5000 9.8148e-01 8.5831e-01 1.1096e+00 8.7534e-01 1.0935e+00 9.7243e-01 9.9018e-01 9.1965e-01 1.0431e+00
  66.7500 9.5955e-01 8.3925e-01 1.0849e+00 8.5596e-01 1.0689e+00 9.5085e-01 9.6814e-01 8.9900e-01 1.0201e+00
  67.0000 9.3832e-01 8.2049e-01 1.0609e+00 8.3706e-01 1.0452e+00 9.2974e-01 9.4656e-01 8.7870e-01 9.9783e-01
  67.2500 9.1756e-01 8.0237e-01 1.0374e+00 8.1873e-01 1.0218e+00 9.0921e-01 9.2568e-01 8.5898e-01 9.7602e-01
  67.5000 8.9726e-01 7.8467e-01 1.0145e+00 8.0075e-01 9.9911e-01 8.8914e-01 9.0526e-01 8.3984e-01 9.5480e-01
  67.7500 8.7754e-01 7.6732e-01 9.9225e-01 7.8323e-01 9.7707e-01 8.6965e-01 8.8531e-01 8.2105e-01 9.3403e-01
  68.0000 8.5828e-01 7.5051e-01 9.7051e-01 7.6618e-01 9.5549e-01 8.5063e-01 8.6594e-01 8.0284e-01 9.1385e-01
  68.2500 8.3961e-01 7.3400e-01 9.4929e-01 7.4948e-01 9.3450e-01 8.3207e-01 8.4692e-01 7.8509e-01 8.9413e-01
  68.5000 8.2128e-01 7.1795e-01 9.2858e-01 7.3324e-01 9.1396e-01 8.1397e-01 8.2847e-01 7.6769e-01 8.7487e-01
  68.7500 8.0342e-01 7.0225e-01 9.0845e-01 7.1734e-01 8.9401e-01 7.9622e-01 8.1049e-01 7.5075e-01 8.5608e-01
  69.0000 7.8602e-01 6.8703e-01 8.8876e-01 7.0192e-01 8.7452e-01 7.7906e-01 7.9286e-01 7.3428e-01 8.3775e-01
  69.2500 7.6908e-01 6.7210e-01 8.6955e-01 6.8684e-01 8.5550e-01 7.6224e-01 7.7581e-01 7.1816e-01 8.1989e-01
  69.5000 7.5249e-01 6.5759e-01 8.5084e-01 6.7210e-01 8.3694e-01 7.4576e-01 7.5899e-01 7.0250e-01 8.0249e-01
  69.7500 7.3637e-01 6.4347e-01 8.3255e-01 6.5784e-01 8.1884e-01 7.2976e-01 7.4275e-01 6.8718e-01 7.8544e-01
  70.0000 7.2059e-01 6.2961e-01 8.1476e-01 6.4380e-01 8.0121e-01 7.1421e-01 7.2686e-01 6.7222e-01 7.6885e-01
  70.2500 7.0516e-01 6.1615e-01 7.9748e-01 6.3011e-01 7.8404e-01 6.9890e-01 7.1131e-01 6.5772e-01 7.5272e-01
  70.5000 6.9020e-01 6.0294e-01 7.8043e-01 6.1677e-01 7.6722e-01 6.8405e-01 6.9612e-01 6.4345e-01 7.3683e-01
  70.7500 6.7558e-01 5.9013e-01 7.6391e-01 6.0378e-01 7.5087e-01 6.6955e-01 6.8138e-01 6.2965e-01 7.2140e-01
  71.0000 6.6120e-01 5.7756e-01 7.4777e-01 5.9102e-01 7.3486e-01 6.5540e-01 6.6688e-01 6.1608e-01 7.0632e-01
  71.2500 6.4728e-01 5.6529e-01 7.3200e-01 5.7861e-01 7.1920e-01 6.4160e-01 6.5285e-01 6.0285e-01 6.9171e-01
  71.5000 6.3371e-01 5.5337e-01 7.1662e-01 5.6654e-01 7.0400e-01 6.2814e-01 6.3916e-01 5.8998e-01 6.7732e-01
  71.7500 6.2037e-01 5.4168e-01 7.0162e-01 5.5471e-01 6.8916e-01 6.1492e-01 6.2570e-01 5.7733e-01 6.6329e-01
  72.0000 6.0738e-01 5.3030e-01 6.8698e-01 5.4311e-01 6.7466e-01 6.0204e-01 6.1260e-01 5.6515e-01 6.4960e-01
  72.2500 5.9473e-01 5.1914e-01 6.7268e-01 5.3186e-01 6.6050e-01 5.8951e-01 5.9984e-01 5.5309e-01 6.3626e-01
  72.5000 5.8232e-01 5.0835e-01 6.5872e-01 5.2084e-01 6.4670e-01 5.7733e-01 5.8731e-01 5.4149e-01 6.2315e-01
  72.7500 5.7026e-01 4.9776e-01 6.4501e-01 5.1017e-01 6.3313e-01 5.6527e-01 5.7513e-01 5.3000e-01 6.1039e-01
  73.0000 5.5842e-01 4.8739e-01 6.3178e-01 4.9961e-01 6.2002e-01 5.5367e-01 5.6318e-01 5.1887e-01 5.9798e-01
  73.2500 5.4694e-01 4.7719e-01 6.1875e-01 4.8929e-01 6.0714e-01 5.4218e-01 5.5158e-01 5.0796e-01 5.8580e-01
  73.5000 5.3569e-01 4.6739e-01 6.0601e-01 4.7931e-01 5.9450e-01 5.3105e-01 5.4021e-01 4.9741e-01 5.7397e-01
  73.7500 5.2467e-01 4.5766e-01 5.9370e-01 4.6945e-01 5.8232e-01 5.2014e-01 5.2919e-01 4.8697e-01 5.6237e-01
  74.0000 5.1400e-01 4.4818e-01 5.8147e-01 4.5982e-01 5.7026e-01 5.0959e-01 5.1829e-01 4.7688e-01 5.5100e-01
  74.2500 5.0344e-01 4.3891e-01 5.6963e-01 4.5043e-01 5.5854e-01 4.9915e-01 5.0773e-01 4.6690e-01 5.3986e-01
  74.5000 4.9323e-01 4.2990e-01 5.5813e-01 4.4126e-01 5.4717e-01 4.8906e-01 4.9741e-01 4.5727e-01 5.2908e-01
  74.7500 4.8326e-01 4.2111e-01 5.4677e-01 4.3233e-01 5.3592e-01 4.7908e-01 4.8732e-01 4.4788e-01 5.1852e-01
  75.0000 4.7340e-01 4.1245e-01 5.3578e-01 4.2352e-01 5.2502e-01 4.6945e-01 4.7746e-01 4.3860e-01 5.0820e-01
  75.2500 4.6388e-01 4.0412e-01 5.2508e-01 4.1505e-01 5.1446e-01 4.5994e-01 4.6783e-01 4.2966e-01 4.9810e-01
  75.5000 4.5460e-01 3.9587e-01 5.1450e-01 4.0670e-01 5.0402e-01 4.5066e-01 4.5832e-01 4.2085e-01 4.8824e-01
  75.7500 4.4544e-01 3.8780e-01 5.0415e-01 3.9846e-01 4.9381e-01 4.4161e-01 4.4915e-01 4.1226e-01 4.7850e-01
  76.0000 4.3651e-01 3.7990e-01 4.9409e-01 3.9046e-01 4.8384e-01 4.3280e-01 4.4010e-01 4.0380e-01 4.6910e-01
  76.2500 4.2781e-01 3.7230e-01 4.8430e-01 3.8268e-01 4.7421e-01 4.2421e-01 4.3140e-01 3.9568e-01 4.5982e-01
  76.5000 4.1922e-01 3.6481e-01 4.7475e-01 3.7503e-01 4.6470e-01 4.1574e-01 4.2282e-01 3.8767e-01 4.5089e-01
  76.7500 4.1099e-01 3.5743e-01 4.6532e-01 3.6760e-01 4.5542e-01 4.0751e-01 4.1435e-01 3.7978e-01 4.4208e-01
  77.0000 4.0275e-01 3.5030e-01 4.5606e-01 3.6030e-01 4.4625e-01 3.9939e-01 4.0612e-01 3.7213e-01 4.3338e-01
  77.2500 3.9486e-01 3.4327e-01 4.4714e-01 3.5322e-01 4.3744e-01 3.9150e-01 3.9811e-01 3.6459e-01 4.2502e-01
  77.5000 3.8709e-01 3.3643e-01 4.3834e-01 3.4626e-01 4.2874e-01 3.8384e-01 3.9034e-01 3.5728e-01 4.1679e-01
  77.7500 3.7944e-01 3.2978e-01 4.2975e-01 3.3942e-01 4.2027e-01 3.7630e-01 3.8257e-01 3.5020e-01 4.0867e-01
  78.0000 3.7201e-01 3.2328e-01 4.2140e-01 3.3280e-01 4.1203e-01 3.6888e-01 3.7514e-01 3.4324e-01 4.0078e-01
  78.2500 3.6470e-01 3.1691e-01 4.1322e-01 3.2631e-01 4.0391e-01 3.6169e-01 3.6772e-01 3.3640e-01 3.9312e-01
  78.5000 3.5763e-01 3.1060e-01 4.0522e-01 3.1993e-01 3.9602e-01 3.5461e-01 3.6064e-01 3.2967e-01 3.8558e-01
  78.7500 3.5067e-01 3.0448e-01 3.9732e-01 3.1366e-01 3.8825e-01 3.4777e-01 3.5357e-01 3.2318e-01 3.7816e-01
  79.0000 3.4382e-01 2.9856e-01 3.8971e-01 3.0763e-01 3.8071e-01 3.4092e-01 3.4672e-01 3.1680e-01 3.7097e-01
  79.2500 3.3721e-01 2.9263e-01 3.8217e-01 3.0160e-01 3.7329e-01 3.3443e-01 3.4000e-01 3.1053e-01 3.6389e-01
  79.5000 3.3072e-01 2.8690e-01 3.7474e-01 2.9580e-01 3.6598e-01 3.2793e-01 3.3338e-01 3.0438e-01 3.5693e-01
  79.7500 3.2434e-01 2.8136e-01 3.6759e-01 2.9012e-01 3.5890e-01 3.2167e-01 3.2700e-01 2.9847e-01 3.5020e-01
  80.0000 3.1807e-01 2.7586e-01 3.6057e-01 2.8455e-01 3.5194e-01 3.1540e-01 3.2074e-01 2.9255e-01 3.4359e-01
  80.2500 3.1204e-01 2.7049e-01 3.5369e-01 2.7910e-01 3.4522e-01 3.0937e-01 3.1459e-01 2.8687e-01 3.3710e-01
  80.5000 3.0601e-01 2.6530e-01 3.4699e-01 2.7376e-01 3.3860e-01 3.0346e-01 3.0856e-01 2.8130e-01 3.3072e-01
  80.7500 3.0021e-01 2.6018e-01 3.4042e-01 2.6854e-01 3.3211e-01 2.9777e-01 3.0264e-01 2.7585e-01 3.2457e-01
  81.0000 2.9452e-01 2.5517e-01 3.3397e-01 2.6344e-01 3.2573e-01 2.9209e-01 2.9696e-01 2.7051e-01 3.1854e-01
  81.2500 2.8896e-01 2.5027e-01 3.2766e-01 2.5845e-01 3.1958e-01 2.8652e-01 2.9128e-01 2.6529e-01 3.1250e-01
  81.5000 2.8350e-01 2.4549e-01 3.2144e-01 2.5358e-01 3.1343e-01 2.8107e-01 2.8571e-01 2.6019e-01 3.0670e-01
  81.7500 2.7805e-01 2.4079e-01 3.1548e-01 2.4870e-01 3.0752e-01 2.7585e-01 2.8037e-01 2.5520e-01 3.0102e-01
  82.0000 2.7283e-01 2.3617e-01 3.0959e-01 2.4406e-01 3.0172e-01 2.7063e-01 2.7504e-01 2.5021e-01 2.9545e-01
  82.2500 2.6773e-01 2.3164e-01 3.0381e-01 2.3942e-01 2.9603e-01 2.6552e-01 2.6993e-01 2.4546e-01 2.9000e-01
  82.5000 2.6274e-01 2.2733e-01 2.9815e-01 2.3502e-01 2.9046e-01 2.6054e-01 2.6483e-01 2.4082e-01 2.8466e-01
  82.7500 2.5787e-01 2.2296e-01 2.9261e-01 2.3061e-01 2.8501e-01 2.5566e-01 2.5996e-01 2.3618e-01 2.7944e-01
  83.0000 2.5300e-01 2.1877e-01 2.8723e-01 2.2632e-01 2.7968e-01 2.5091e-01 2.5508e-01 2.3165e-01 2.7434e-01
  83.2500 2.4836e-01 2.1461e-01 2.8191e-01 2.2202e-01 2.7446e-01 2.4627e-01 2.5033e-01 2.2736e-01 2.6935e-01
  83.5000 2.4372e-01 2.1058e-01 2.7669e-01 2.1796e-01 2.6935e-01 2.4174e-01 2.4569e-01 2.2295e-01 2.6436e-01
  83.7500 2.3919e-01 2.0663e-01 2.7166e-01 2.1390e-01 2.6436e-01 2.3722e-01 2.4116e-01 2.1878e-01 2.5961e-01
  84.0000 2.3478e-01 2.0281e-01 2.6658e-01 2.0996e-01 2.5938e-01 2.3293e-01 2.3664e-01 2.1472e-01 2.5485e-01
  84.2500 2.3049e-01 1.9902e-01 2.6178e-01 2.0613e-01 2.5462e-01 2.2864e-01 2.3235e-01 2.1066e-01 2.5033e-01
  84.5000 2.2620e-01 1.9531e-01 2.5699e-01 2.0230e-01 2.4986e-01 2.2434e-01 2.2806e-01 2.0671e-01 2.4580e-01
  84.7500 2.2214e-01 1.9159e-01 2.5227e-01 1.9859e-01 2.4534e-01 2.2028e-01 2.2388e-01 2.0277e-01 2.4128e-01
  85.0000 2.1808e-01 1.8811e-01 2.4770e-01 1.9500e-01 2.4082e-01 2.1622e-01 2.1982e-01 1.9906e-01 2.3699e-01
