7.5	0.44335498446814214	1.	0.07641601448732113
8.5	0.3978357839260719	1.	0.08004882305678698
9.5	0.3721422212947834	1.	0.07879527282906429
10.5	0.35576793375147314	1.	0.07601842839227768
11.5	0.3394685186747393	1.	0.0716221141506595
12.5	0.3362939218146679	1.	0.06982809430202255
13.5	0.3269392449869841	1.	0.0675579320282036
14.5	0.324659818492938	1.	0.06547407663127905
15.5	0.32244057200961385	1.	0.0649144378744248
17.	0.3187381506436069	2.	0.061360849301237336
19.	0.315300353201267	2.	0.06217380679855189
21.	0.3170417819725777	2.	0.060135425964686795
23.	0.3122670072935485	2.	0.06052508090779771
25.	0.3102228438242	2.	0.05712768550292052
28.	0.3180554458076641	4.	0.056696215756870894
32.	0.3140427950178862	4.	0.059595533403398404
36.	0.318080008768939	4.	0.05751754342334536
40.	0.3312942420470168	4.	0.0708175326995778
46.	0.34629333117351413	8.	0.05302454444127372
