7.5	0.5242891387253235	1.	0.09843059593122441
8.5	0.4872490077804964	1.	0.10185858389214666
9.5	0.4756443441930749	1.	0.10542917062714599
10.5	0.4645388515447645	1.	0.10624429440172337
11.5	0.4635213341712925	1.	0.10582440160277051
12.5	0.44784677204766093	1.	0.10260051153232935
13.5	0.4527610752944029	1.	0.10497753689052525
15.	0.4522047429681686	2.	0.10605992845400672
17.	0.47486085345338624	2.	0.11411169698726117
19.	0.4580816566037419	2.	0.1103714178736305
22.5	0.47944491273154033	5.	0.10322083680168281
27.5	0.4638284321412413	5.	0.10859382009196966
32.5	0.4845483762619637	5.	0.11922580319337131
37.5	0.46945949438784884	5.	0.11794196315335845
45.	0.5234404712669848	10.	0.1356682863023038
