7.5	0.4270674375147879	1.	0.0012088947206888507
8.5	0.3866937803076692	1.	0.0013033564193194952
9.5	0.37169443567623284	1.	0.0014792621103039802
10.5	0.3599600397182521	1.	0.0016654825752109633
11.5	0.3596336134106316	1.	0.001936680842109615
12.5	0.3473907976037577	1.	0.002144537088426129
13.5	0.35025201620996255	1.	0.0024684778060848882
15.	0.3482988591438358	2.	0.002154044629673962
17.	0.36355343043825494	2.	0.002804273972129864
19.	0.35122773041016037	2.	0.0035174916800489978
22.5	0.3795328815368537	5.	0.0033088056069962082
27.5	0.3609558811669807	5.	0.005721269117709021
32.5	0.37418184195073306	5.	0.008859268882140737
37.5	0.3636008756469522	5.	0.012083344412461798
45.	0.4057841570755975	10.	0.018011972110916527
