0.5	1.0294	0.87292
1.5	1.07984	0.93272
2.5	1.12009	1.00783
3.5	1.0918	1.03105
4.5	0.99243	0.97668
5.5	0.86596	0.87603
6.5	0.74829	0.76056
7.5	0.66357	0.67371
8.5	0.60549	0.60442
9.5	0.56515	0.56349
10.5	0.54288	0.52662
11.5	0.52369	0.50063
12.5	0.51455	0.48645
13.5	0.5068	0.47689
14.5	0.50345	0.48302
15.5	0.50363	0.48009
16.5	0.51074	0.48787
17.5	0.51825	0.49252
18.5	0.51873	0.49741
19.5	0.52651	0.51337
20.5	0.53368	0.51142
21.5	0.53855	0.52297
22.5	0.53435	0.52332
23.5	0.54357	0.52799
24.5	0.53219	0.52857
25.5	0.54021	0.51876
26.5	0.53553	0.52517
27.5	0.51685	0.51477
28.5	0.52171	0.52169
29.5	0.52809	0.51001
