7.5	0.36807871007669074	1.	0.001094701526009637
8.5	0.317774334060998	1.	0.0011443943188374102
9.5	0.29500631911843667	1.	0.0012675234508327297
10.5	0.27805770335781466	1.	0.0014062987748945262
11.5	0.2710587120346089	1.	0.0016066902748884798
12.5	0.26079459142945843	1.	0.0017745651598542818
13.5	0.25667765240125223	1.	0.002014557434025664
15.	0.25998744940202984	2.	0.0017444645009680605
17.	0.2583271723371644	2.	0.0022263865185139543
19.	0.25921353973676853	2.	0.0027752418974628943
22.5	0.2603976308916576	5.	0.00245413086730765
27.5	0.25576432450052494	5.	0.0041716734981626724
32.5	0.25724831569010276	5.	0.005790907131709729
37.5	0.24265355052609686	5.	0.0074729050502081425
45.	0.27190215528704414	10.	0.011108102383005105
