7.5	0.5179176123061872	1.	0.0014026618207684525
8.5	0.4792690499014441	1.	0.001540378728059829
9.5	0.4523669734897365	1.	0.001720602269727092
10.5	0.4289834694504492	1.	0.0019049440457709417
11.5	0.4159256449373395	1.	0.002170330680065849
12.5	0.3955290035776196	1.	0.002373087501738352
13.5	0.3905432509030413	1.	0.002691541937847269
15.	0.3791739769696606	2.	0.0022931491080269172
17.	0.3920835394664325	2.	0.002873421028286159
19.	0.37846132474528604	2.	0.003599699774943992
22.5	0.3780665338409878	5.	0.003196168689549357
27.5	0.38209892459086364	5.	0.005322441451721502
32.5	0.36959675848344953	5.	0.007649704103903387
37.5	0.3473535538606366	5.	0.010416888617541198
45.	0.40740519853701196	10.	0.013522275553349386
